2026-06-08T12:36:57+12:00 run start {'title': 'Inhomogeneous rmhd simulation test', 'input_file': 'C:\\Users\\naoki\\Downloads\\rmhd-gpu-new\\examples\\nokias_inhomogeneous.input', 'output_dir': 'C:\\Users\\naoki\\Downloads\\rmhd-gpu-new\\examples\\outputs_nokia_rmhd_s_13', 'backend': 'numpy', 'equation_set': 'inhomogeneous_rmhd_s', 'equation_mode': 'nonlinear', 'grid': [16, 16, 16], 'output_cadences': {'scalar': 0.25, 'spectra': 0.0, 'full_field': 0.0}, 'hostname': 'Naoki', 'python_executable': 'C:\\Users\\naoki\\AppData\\Local\\Programs\\Python\\Python313\\python.exe', 'git_commit': 'cde2789c3d6596cb8e14f232da25acf4598750f1', 'command': "'C:\\Users\\naoki\\Downloads\\rmhd-gpu-new\\rmhdgpu\\run.py' '.\\examples\\nokias_inhomogeneous.input'"}
2026-06-08T12:36:57+12:00 run setup {'resolved_output_dir': 'C:\\Users\\naoki\\Downloads\\rmhd-gpu-new\\examples\\outputs_nokia_rmhd_s_13', 'input_file': 'C:\\Users\\naoki\\Downloads\\rmhd-gpu-new\\examples\\nokias_inhomogeneous.input', 'backend': 'numpy', 'equation_set': 'inhomogeneous_rmhd_s', 'equation_mode': 'nonlinear', 'grid': [16, 16, 16], 'output_cadences': {'scalar': 0.25, 'spectra': 0.0, 'full_field': 0.0}, 'dissipation_mode': 'auto', 'initial_condition': {'type': 'random_spectrum', 'parameters': {'n_min': 1.0, 'n_max': 3.0, 'alpha': 0.0, 'init_energy': 0.75, 'seed': 1}}}
2026-06-08T12:36:57+12:00 scalar diagnostics {'step': 0, 'time': 0.0, 'dt': 0.0, 'total_energy': 0.7500000000000001}
2026-06-08T12:36:57+12:00 scalar diagnostics {'step': 3, 'time': 0.2770609141375063, 'dt': 0.09340497847746888, 'total_energy': 0.7704547395018042}
2026-06-08T12:36:57+12:00 scalar diagnostics {'step': 6, 'time': 0.5996663721407569, 'dt': 0.11559751515165138, 'total_energy': 0.8459238360825891}
2026-06-08T12:36:57+12:00 scalar diagnostics {'step': 8, 'time': 0.8207143253808555, 'dt': 0.10662891496079581, 'total_energy': 0.9284165752974523}
2026-06-08T12:36:57+12:00 scalar diagnostics {'step': 10, 'time': 1.028618137437185, 'dt': 0.1034527331046529, 'total_energy': 1.0185827654411819}
2026-06-08T12:36:57+12:00 scalar diagnostics {'step': 13, 'time': 1.3404043896512319, 'dt': 0.10642933842836409, 'total_energy': 1.1512763504734975}
2026-06-08T12:36:57+12:00 scalar diagnostics {'step': 15, 'time': 1.5664461619590158, 'dt': 0.11380708665962164, 'total_energy': 1.2340395026522883}
2026-06-08T12:36:57+12:00 scalar diagnostics {'step': 17, 'time': 1.7847118126528696, 'dt': 0.1084937131334215, 'total_energy': 1.302405048273707}
2026-06-08T12:36:57+12:00 scalar diagnostics {'step': 19, 'time': 2.006962035729337, 'dt': 0.11279162388942826, 'total_energy': 1.363107506530713}
2026-06-08T12:36:57+12:00 scalar diagnostics {'step': 22, 'time': 2.3128777711459474, 'dt': 0.09972584051027561, 'total_energy': 1.4359951411761829}
2026-06-08T12:36:57+12:00 scalar diagnostics {'step': 24, 'time': 2.5290830722474684, 'dt': 0.11303003048040317, 'total_energy': 1.4819644498103737}
2026-06-08T12:36:57+12:00 scalar diagnostics {'step': 27, 'time': 2.8427541145821498, 'dt': 0.0935723709435347, 'total_energy': 1.5474868566088742}
2026-06-08T12:36:57+12:00 scalar diagnostics {'step': 29, 'time': 3.023741870660441, 'dt': 0.0911757455552682, 'total_energy': 1.5891228099789698}
2026-06-08T12:36:57+12:00 scalar diagnostics {'step': 32, 'time': 3.312204325728832, 'dt': 0.09762841055960018, 'total_energy': 1.6659453248094689}
2026-06-08T12:36:57+12:00 scalar diagnostics {'step': 35, 'time': 3.582857029565525, 'dt': 0.08636950584034173, 'total_energy': 1.75090613556145}
2026-06-08T12:36:57+12:00 scalar diagnostics {'step': 38, 'time': 3.825948408553543, 'dt': 0.07914132877582186, 'total_energy': 1.8356334865604587}
2026-06-08T12:36:57+12:00 scalar diagnostics {'step': 41, 'time': 4.063834871728515, 'dt': 0.08047588058309121, 'total_energy': 1.9258756739326421}
2026-06-08T12:36:57+12:00 scalar diagnostics {'step': 44, 'time': 4.3283242067321455, 'dt': 0.0935546146926402, 'total_energy': 2.0348448050548864}
2026-06-08T12:36:57+12:00 scalar diagnostics {'step': 46, 'time': 4.521050494608059, 'dt': 0.09719209188566412, 'total_energy': 2.120259118707194}
2026-06-08T12:36:57+12:00 scalar diagnostics {'step': 49, 'time': 4.805334998033867, 'dt': 0.09129405233172458, 'total_energy': 2.2543753341874684}
2026-06-08T12:36:57+12:00 scalar diagnostics {'step': 52, 'time': 5.0534436821271544, 'dt': 0.07906690738788107, 'total_energy': 2.3704031247263035}
2026-06-08T12:36:57+12:00 scalar diagnostics {'step': 55, 'time': 5.285163502788387, 'dt': 0.07736866480149183, 'total_energy': 2.4738159897294745}
2026-06-08T12:36:57+12:00 scalar diagnostics {'step': 58, 'time': 5.5277061520373945, 'dt': 0.08279775789742537, 'total_energy': 2.57651123668528}
2026-06-08T12:36:58+12:00 scalar diagnostics {'step': 61, 'time': 5.801928542639312, 'dt': 0.09774536529359559, 'total_energy': 2.682884920728272}
2026-06-08T12:36:58+12:00 scalar diagnostics {'step': 63, 'time': 6.000139321076584, 'dt': 0.0996393037186862, 'total_energy': 2.754043605514446}
2026-06-08T12:36:58+12:00 scalar diagnostics {'step': 66, 'time': 6.275707074580728, 'dt': 0.08585653549007319, 'total_energy': 2.8500614945210954}
2026-06-08T12:36:58+12:00 scalar diagnostics {'step': 69, 'time': 6.535353370081928, 'dt': 0.09103505597956452, 'total_energy': 2.9471808915030175}
2026-06-08T12:36:58+12:00 scalar diagnostics {'step': 72, 'time': 6.815142001852239, 'dt': 0.0918428558283623, 'total_energy': 3.059668687064608}
2026-06-08T12:36:58+12:00 scalar diagnostics {'step': 74, 'time': 7.011259934279504, 'dt': 0.10152694280928705, 'total_energy': 3.1414028852087306}
2026-06-08T12:36:58+12:00 scalar diagnostics {'step': 77, 'time': 7.289550058692649, 'dt': 0.08995069632656714, 'total_energy': 3.2677325913117636}
2026-06-08T12:36:58+12:00 scalar diagnostics {'step': 80, 'time': 7.577685387682229, 'dt': 0.09953919388072408, 'total_energy': 3.410178465965771}
2026-06-08T12:36:58+12:00 scalar diagnostics {'step': 82, 'time': 7.761694984640749, 'dt': 0.0912879187169582, 'total_energy': 3.49491844772366}
2026-06-08T12:36:58+12:00 scalar diagnostics {'step': 85, 'time': 8.042778666313994, 'dt': 0.09279845729534408, 'total_energy': 3.6111200313511165}
