step,time,dt,psi_mean,psi_rms,psi_max_abs,omega_mean,omega_rms,omega_max_abs,du_par_mean,du_par_rms,du_par_max_abs,db_par_mean,db_par_rms,db_par_max_abs,drho_mean,drho_rms,drho_max_abs,alfvenic_energy,du_par_energy,db_par_energy,total_energy_proxy,total_energy,total_energy_rhs_dissipation,total_energy_rhs_forcing,total_energy_rhs_total,auto_dissipation_enabled,auto_dissipation_nu_perp,auto_dissipation_nu_par,auto_dissipation_kd,auto_dissipation_ud,auto_dissipation_Ed
0,0.0,0.0,0.0,1.2895693738881813e-13,1.823169365962237e-13,0.0,4.5888190516707e-13,6.485821064265104e-13,0.0,4.569970793548963e-13,6.462842549394146e-13,0.0,1.1396004713102773e-12,1.610406403340999e-12,0.0,1.0238493008008255e-12,1.4431338488713734e-12,1.161932423195639e-25,1.0442316526945268e-25,6.493446171053029e-25,8.699610246943194e-25,2.0091621073352015e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.4,0.1,0.0,1.0214947091033533e-13,1.4427799650472053e-13,0.0,2.0181795674874564e-12,2.8541337192569454e-12,0.0,1.529944239345847e-12,2.1636636927775006e-12,0.0,1.160106795576645e-12,1.637998294095154e-12,0.0,1.086733733775694e-12,1.5365172793555604e-12,2.244800654404246e-25,1.1703646877537707e-24,6.729238885715555e-25,2.0677686417657507e-24,3.248336867329883e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.7,0.1,0.0,1.27109802114085e-13,1.7968223557126697e-13,0.0,3.955204289688649e-12,5.581990111183797e-12,0.0,2.0593811306372814e-12,2.9080608580573544e-12,0.0,1.621143132252357e-12,2.2820866405610046e-12,0.0,2.009141900794742e-12,2.830371934591086e-12,7.066983606257665e-25,2.1205253206124434e-24,1.314052527624491e-24,4.141276208862701e-24,6.4466315204846145e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.9999999999999999,0.1,0.0,3.374921585855469e-13,4.772824653906627e-13,0.0,6.644129616035664e-12,9.368153374356383e-12,0.0,2.16127345986686e-12,3.0471137617277583e-12,0.0,2.856712903328862e-12,4.0397659802500285e-12,0.0,4.115016575548742e-12,5.814837624515388e-12,2.43822000406615e-24,2.3355514841624336e-24,4.080404306022808e-24,8.854175794251392e-24,1.6012779839905442e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,1.3,0.1,0.0,7.301982638424076e-13,1.0326148562617954e-12,0.0,1.1316672748109432e-11,1.5995590890814845e-11,0.0,1.707846616344075e-12,2.4097830390934184e-12,0.0,5.4543128904918865e-12,7.71345943549289e-12,0.0,8.309668120317106e-12,1.1714309269934333e-11,8.39138878274706e-24,1.4583700324789527e-24,1.487476455369298e-23,2.4724523368918992e-23,5.0820601533292634e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,1.6000000000000003,0.1,0.0,1.4322233486180296e-12,2.0182796386243464e-12,0.0,2.0451465675041047e-11,2.8922418816453966e-11,0.0,5.898042704426168e-13,8.339226175518799e-13,0.0,1.0618302902622914e-11,1.494979803512463e-11,0.0,1.6561012229291262e-11,2.3403882912225168e-11,2.942023142279173e-23,1.739345387161737e-25,5.63741782659251e-23,8.5968344227433e-23,1.8487041136063491e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,1.9000000000000006,0.1,0.0,2.7489412369756993e-12,3.881361006938917e-12,0.0,3.9027831731568914e-11,5.51917940757797e-11,0.0,1.6041971033912308e-12,2.2656493621259308e-12,0.0,2.0876937057169262e-11,2.949058263078582e-11,0.0,3.294388017629553e-11,4.658449217399495e-11,1.0770193149546326e-22,1.2867241732644079e-24,2.1792325044450356e-22,3.2691190611323123e-22,7.092333981211321e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,2.2000000000000006,0.1,0.0,5.3195554604710526e-12,7.520833375918868e-12,0.0,7.703792463693466e-11,1.0893990674395399e-10,0.0,5.182611645108341e-12,7.32543388961333e-12,0.0,4.140910610601878e-11,5.855061652249791e-11,0.0,6.575477337181033e-11,9.299100875669594e-11,4.1219800432937136e-22,1.3429731732006294e-23,8.573570342497606e-22,1.2829847703111383e-21,2.7871199181177352e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,2.600000000000001,0.1,0.0,1.312641781586649e-11,1.8563508628866065e-11,0.0,1.952267890128397e-10,2.760720115843513e-10,0.0,1.4521213952129664e-11,2.052847003687992e-11,0.0,1.0429721723484573e-10,1.4749842401918307e-10,0.0,1.6628240109182654e-10,2.351555639345756e-10,2.5858723037932934e-21,1.0543282732176262e-22,5.4389547614663e-21,8.130259892581355e-21,1.7672285789890652e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,2.9000000000000012,0.1,0.0,2.6188353393548083e-11,3.703552485777408e-11,0.0,3.9427491678309896e-10,5.575537840128977e-10,0.0,2.879055498429977e-11,4.071213791119473e-11,0.0,2.0957062976004534e-10,2.963745701161725e-10,0.0,3.345538313530939e-10,4.731164602937562e-10,1.0436844432306373e-20,4.1444802815199414e-22,2.1959924429011e-20,3.281121688946937e-20,7.133740009826059e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,3.2000000000000015,0.1,0.0,5.2581689452991685e-11,7.435951545278596e-11,0.0,7.967418049800234e-10,1.1267010268034576e-09,0.0,5.653183316570964e-11,7.99477895620782e-11,0.0,4.220477960612591e-10,5.968497880443752e-10,0.0,6.741378595442159e-10,9.533375848993913e-10,4.238671003505156e-20,1.5979240805378136e-21,8.906217108008304e-20,1.3304680519567243e-19,2.892962281431865e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,3.5000000000000018,0.1,0.0,1.0590615006990895e-10,1.4976786497233476e-10,0.0,1.6093487706885676e-09,2.2758478845921033e-09,0.0,1.1170939889917084e-10,1.579795382365161e-10,0.0,8.508768969898218e-10,1.203277194045592e-09,0.0,1.3594244061414662e-09,1.9224325236741196e-09,1.725202499592803e-19,6.239494901207035e-21,3.6199574691551383e-19,5.407554917760012e-19,1.1758357495225165e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,3.800000000000002,0.1,0.0,2.1358407285142197e-10,3.020399928998785e-10,0.0,3.2490055012207353e-09,4.594565658244491e-09,0.0,2.226205006672653e-10,3.148233109769242e-10,0.0,1.7162168353072725e-09,2.426994643410787e-09,0.0,2.742178956923091e-09,3.8778497128593276e-09,7.025194284874255e-19,2.4779943658671935e-20,1.4727001128960551e-18,2.1999994850421527e-18,4.783683893631723e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
