step,time,dt,psi_mean,psi_rms,psi_max_abs,omega_mean,omega_rms,omega_max_abs,du_par_mean,du_par_rms,du_par_max_abs,db_par_mean,db_par_rms,db_par_max_abs,drho_mean,drho_rms,drho_max_abs,alfvenic_energy,du_par_energy,db_par_energy,total_energy_proxy,total_energy,total_energy_rhs_dissipation,total_energy_rhs_forcing,total_energy_rhs_total,auto_dissipation_enabled,auto_dissipation_nu_perp,auto_dissipation_nu_par,auto_dissipation_kd,auto_dissipation_ud,auto_dissipation_Ed
0,0.0,0.0,0.0,1.2895693738881813e-13,1.8231693659622367e-13,0.0,4.5888190516707e-13,6.485821064265104e-13,0.0,4.569970793548963e-13,6.462842549394147e-13,0.0,1.1396004713102773e-12,1.6104064033409992e-12,0.0,1.0238493008008255e-12,1.4431338488713734e-12,1.161932423195639e-25,1.0442316526945268e-25,6.493446171053029e-25,8.699610246943194e-25,2.0091621073352015e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.4,0.1,0.0,1.1943573850190766e-13,1.6890757791137361e-13,0.0,1.8687225790130425e-12,2.6427622558409154e-12,0.0,1.922956940185993e-12,2.715460152264545e-12,0.0,2.406443984809175e-13,3.3918010884686213e-13,0.0,1.432496353456516e-12,2.0181307673202452e-12,2.270342861167689e-25,1.848881696904738e-24,2.895486326012129e-26,2.104870846281628e-24,2.155668852001139e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.7,0.1,0.0,2.693550039404955e-13,3.8092499715522416e-13,0.0,2.6662221120661635e-12,3.77052332270763e-12,0.0,7.644001802309329e-13,1.080218271800756e-12,0.0,1.6084549676610253e-12,2.2737032177982664e-12,0.0,3.821036805156649e-12,5.3801211244507696e-12,7.450018583786965e-25,2.9215381776854145e-25,1.2935636914967155e-24,2.3307193676439536e-24,4.60012935272591e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.9999999999999999,0.1,0.0,4.676012153123926e-13,6.591401916892834e-13,0.0,1.79011293231711e-12,2.5284231054209847e-12,0.0,9.944846533351168e-13,1.3997044130790839e-12,0.0,2.1834839519468832e-12,3.0844468517269702e-12,0.0,4.638779784275383e-12,6.538050076247191e-12,1.544480993437071e-24,4.944998628595336e-25,2.3838010842047896e-24,4.422781940501394e-24,8.604889105772954e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,1.3,0.1,0.0,2.544814180320167e-13,3.5980031357023784e-13,0.0,3.789016234971281e-12,5.35196290151445e-12,0.0,1.59936262358292e-12,2.261839810601941e-12,0.0,6.898201531484968e-13,9.739198220598805e-13,0.0,2.130689681404921e-12,3.01324405354722e-12,9.73123765298538e-25,1.2789804008570202e-24,2.379259218449078e-25,2.490030088000466e-24,2.907443985973988e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,1.6000000000000003,0.1,0.0,3.2322353395734137e-13,4.569798609191893e-13,0.0,3.1275496154838664e-12,4.422450535615612e-12,0.0,9.14156476593696e-13,1.2927315557219136e-12,0.0,1.588125547079519e-12,2.2409683404628234e-12,0.0,2.0496557805813906e-12,2.893439689864798e-12,1.0552915437718368e-24,4.178410318491002e-25,1.2610713766433106e-24,2.7342039522642474e-24,4.94660987619988e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,1.9000000000000006,0.1,0.0,3.502926631994769e-13,4.953185349071197e-13,0.0,2.7424945349288906e-12,3.872853196496217e-12,0.0,5.02105571828953e-13,7.10075820805778e-13,0.0,1.7616111265258211e-12,2.479595862368371e-12,0.0,2.2897686547819193e-12,3.234898109536172e-12,1.0868620309907084e-24,1.2605500263083988e-25,1.5516368805497858e-24,2.764553914171334e-24,5.486723880048151e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,2.2000000000000006,0.1,0.0,1.9525566607200135e-13,2.761238819128805e-13,0.0,3.706075903322652e-12,5.220681716158899e-12,0.0,1.5922012473866694e-12,2.251221782732095e-12,0.0,3.019476412358119e-13,4.2701766319584236e-13,0.0,1.3853244012264008e-12,1.9591095723657826e-12,7.760802153347365e-25,1.2675524060898326e-24,4.558618902393528e-26,2.0892188104485042e-24,2.1691945806659344e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,2.600000000000001,0.1,0.0,3.619836370003366e-13,5.107351418912432e-13,0.0,2.3455150870131467e-12,3.3156790338292327e-12,0.0,8.60640005642846e-13,1.2161008539905728e-12,0.0,1.9989790240741897e-12,2.823758307681077e-12,0.0,4.359845635104361e-12,6.1419457187745705e-12,1.0633028829795708e-24,3.703506096564589e-25,1.9979585693442993e-24,3.431612061980329e-24,6.936802534514187e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,2.9000000000000012,0.1,0.0,2.535220354937798e-13,3.585342804282966e-13,0.0,1.4531807877856604e-12,2.0456860499767332e-12,0.0,9.95695860765348e-13,1.4037728341193034e-12,0.0,1.468854564197659e-12,2.0731912426289466e-12,0.0,3.6074584544328875e-12,5.099713801873679e-12,4.989978000485778e-25,4.957051235726238e-25,1.0787668653821474e-24,2.073469789003349e-24,3.966043237042204e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
