step,time,dt,psi_mean,psi_rms,psi_max_abs,omega_mean,omega_rms,omega_max_abs,du_par_mean,du_par_rms,du_par_max_abs,db_par_mean,db_par_rms,db_par_max_abs,drho_mean,drho_rms,drho_max_abs,alfvenic_energy,du_par_energy,db_par_energy,total_energy_proxy,total_energy,total_energy_rhs_dissipation,total_energy_rhs_forcing,total_energy_rhs_stratification,total_energy_rhs_total,auto_dissipation_enabled,auto_dissipation_nu_perp,auto_dissipation_nu_par,auto_dissipation_kd,auto_dissipation_ud,auto_dissipation_Ed
346,3.45999999999997,0.01,0.0,2.5147674137759283e-13,3.5187519246753225e-13,0.0,1.5527241364933337e-13,2.1866591461800775e-13,0.0,9.679271462542707e-11,1.3680235552199985e-10,0.0,5.423009468668868e-10,7.668144009881602e-10,0.0,3.737193614773967e-10,5.283181101142855e-10,6.92679320640151e-26,4.684414802279681e-21,1.47045158486361e-19,1.5172964255657275e-19,3.382931701157221e-19,0.0,0.0,6.169239882663611e-19,6.169239882663611e-19,0.0,0.0,0.0,0.0,0.0,0.0
377,3.7699999999999636,0.01,0.0,7.624590241607167e-14,1.0758221826182538e-13,0.0,5.038016934573763e-13,7.111958409910275e-13,0.0,2.584179562680695e-10,3.652811624962081e-10,0.0,1.356228456815704e-10,1.8947973942937848e-10,0.0,2.560160547556585e-10,3.619435405505564e-10,6.926747421787112e-26,3.3389920060882926e-20,9.196778135383529e-21,4.2586767463740673e-20,8.646050495316641e-20,0.0,0.0,-8.118664027487529e-19,-8.118664027487529e-19,0.0,0.0,0.0,0.0,0.0,0.0
409,4.089999999999957,0.01,0.0,2.3123455186130013e-13,3.2693593511711924e-13,0.0,2.5137687746628277e-13,3.486994173994771e-13,0.0,2.2967919593129872e-10,3.246740017399878e-10,0.0,4.470866485387219e-10,6.291349831083514e-10,0.0,8.827150206252125e-11,1.248172935548663e-10,6.92670016056709e-26,2.637626652182395e-20,9.994323565079332e-20,1.2631957143961886e-19,4.389745295059707e-19,0.0,0.0,1.1011602356867318e-18,1.1011602356867318e-18,0.0,0.0,0.0,0.0,0.0,0.0
440,4.399999999999951,0.01,0.0,1.8547419150647023e-13,2.621068332168929e-13,0.0,3.73448085016904e-13,5.223865486457892e-13,0.0,3.297636007418041e-11,4.6628762094476034e-11,0.0,4.4130077916839183e-10,6.22783130503458e-10,0.0,1.5284591249293643e-12,2.146782341459458e-12,6.926654376567698e-26,5.437201618709999e-22,9.737318884731486e-20,9.791697827572962e-20,3.417871460848796e-19,0.0,0.0,-3.1339368187895034e-19,-3.1339368187895034e-19,0.0,0.0,0.0,0.0,0.0,0.0
472,4.719999999999944,0.01,0.0,1.3471893143501736e-13,1.9024441794551935e-13,0.0,4.5218085175218264e-13,6.320512466163413e-13,0.0,1.9304922361720882e-10,2.7287132286236416e-10,0.0,6.536956842830776e-11,9.192523823698571e-11,0.0,5.6140130062373086e-11,7.938248229365078e-11,6.926607115982524e-26,1.8634001369603553e-20,2.1365902382516055e-21,2.0770660873926317e-20,2.2992981360258378e-20,0.0,0.0,-9.959366629872081e-19,-9.959366629872081e-19,0.0,0.0,0.0,0.0,0.0,0.0
503,5.029999999999937,0.01,0.0,2.5160016525850315e-13,3.520910898468555e-13,0.0,1.5444054089357844e-13,2.1730885152101534e-13,0.0,2.722360515205487e-10,3.848218418237616e-10,0.0,3.928569740832955e-10,5.513169475702408e-10,0.0,2.103645518627032e-10,2.9738977648432357e-10,6.926561332598135e-26,3.705623387374942e-20,7.716830104294156e-20,1.142246041823043e-19,2.309244331562294e-19,0.0,0.0,6.703462166936822e-19,6.703462166936822e-19,0.0,0.0,0.0,0.0,0.0,0.0
535,5.34999999999993,0.01,0.0,7.203386741483606e-14,1.0177097318951213e-13,0.0,5.06265790555672e-13,7.142274271064838e-13,0.0,1.4877280624493852e-10,2.1031375605878115e-10,0.0,1.937024256111159e-10,2.7034648250935624e-10,0.0,3.55160793399246e-10,5.020728270475527e-10,6.926514072647807e-26,1.1066673938997004e-20,1.8760314843814946e-20,2.9827058047952675e-20,8.587715248042536e-20,0.0,0.0,-4.529407763784301e-19,-4.529407763784301e-19,0.0,0.0,0.0,0.0,0.0,0.0
566,5.659999999999924,0.01,0.0,2.309016743079025e-13,3.2645798902327007e-13,0.0,2.5257949006672365e-13,3.5059816266444934e-13,0.0,8.112075104341068e-11,1.1464851307512214e-10,0.0,1.829631301379523e-10,2.580613922491603e-10,0.0,3.7764329437969865e-10,5.338621653585658e-10,6.92646828987842e-26,3.290288124923507e-21,1.6737753494938628e-20,2.0028110884545035e-20,2.49115533866367e-19,0.0,0.0,5.263399508909323e-19,5.263399508909323e-19,0.0,0.0,0.0,0.0,0.0,0.0
597,5.969999999999917,0.01,0.0,1.859916640582844e-13,2.6282226798314095e-13,0.0,3.724047581594346e-13,5.208082270312762e-13,0.0,2.5254105904237037e-10,3.569727403876858e-10,0.0,2.2857391505485516e-10,3.183261388252932e-10,0.0,2.6701127684902183e-10,3.7748400716011427e-10,6.926422507411645e-26,3.188849325112098e-20,2.612301732175207e-20,5.801157983709812e-20,2.3120683547450335e-19,0.0,0.0,-5.774873956790558e-20,-5.774873956790558e-20,0.0,0.0,0.0,0.0,0.0,0.0
629,6.28999999999991,0.01,0.0,1.34113856688714e-13,1.8941916594719454e-13,0.0,4.528895049707566e-13,6.329405452405272e-13,0.0,2.382383572428046e-10,3.367718683930147e-10,0.0,1.0643335960769348e-10,1.5018592636746275e-10,0.0,9.821947836669668e-11,1.3888125473461437e-10,6.926375248408515e-26,2.83787574308751e-20,5.664030018690298e-21,3.4042856713317884e-20,3.9776127721411776e-20,0.0,0.0,-5.980548970358065e-19,-5.980548970358065e-19,0.0,0.0,0.0,0.0,0.0,0.0
660,6.599999999999904,0.01,0.0,2.5172120989539723e-13,3.5230340878466736e-13,0.0,1.5361936276869003e-13,2.1594962971603126e-13,0.0,4.9360589923428216e-11,6.979000921693109e-11,0.0,2.3048749943087836e-10,3.2166834625514107e-10,0.0,3.0391153505717492e-12,4.288645627905044e-12,6.926329466556723e-26,1.2182339187944214e-21,2.6562243696949577e-20,2.7780546879038665e-20,9.388647615781754e-20,0.0,0.0,1.743781049917246e-19,1.743781049917246e-19,0.0,0.0,0.0,0.0,0.0,0.0
692,6.919999999999897,0.01,0.0,7.23633385550837e-14,1.0227738074808913e-13,0.0,5.060686487623847e-13,7.139903814158353e-13,0.0,1.809642616210375e-10,2.557877168196503e-10,0.0,1.8145685714512308e-10,2.5277510919613183e-10,0.0,4.815420482428766e-11,6.809340997673797e-11,6.926282208188413e-26,1.637403199202365e-20,1.64632955024928e-20,3.283739675733853e-20,8.635351053135746e-20,0.0,0.0,-2.3332070322844827e-20,-2.3332070322844827e-20,0.0,0.0,0.0,0.0,0.0,0.0
723,7.22999999999989,0.01,0.0,2.3056669466754197e-13,3.259767477074848e-13,0.0,2.5378229709418637e-13,3.5249328829728925e-13,0.0,2.732261406194889e-10,3.862202230502448e-10,0.0,3.403629071310328e-10,4.812562428215344e-10,0.0,1.9877467505136501e-10,2.810048218539592e-10,6.926236426951596e-26,3.732626195891036e-20,5.792345427534403e-20,9.524978549661866e-20,3.6515863995635346e-19,0.0,0.0,8.990390407824421e-19,8.990390407824421e-19,0.0,0.0,0.0,0.0,0.0,0.0
754,7.539999999999884,0.01,0.0,1.86507670529559e-13,2.635350130280155e-13,0.0,3.713585614675461e-13,5.192246757604865e-13,0.0,1.6854986347062946e-10,2.382688291642186e-10,0.0,1.9227675911479282e-10,2.702973798135342e-10,0.0,3.4521111715038736e-10,4.880055400526749e-10,6.926190646017382e-26,1.420452823798391e-20,1.8485176047844033e-20,3.2689773547734403e-20,1.9882180371877595e-19,0.0,0.0,-5.363214886024709e-19,-5.363214886024709e-19,0.0,0.0,0.0,0.0,0.0,0.0
786,7.859999999999877,0.01,0.0,1.335086094215565e-13,1.885920203200191e-13,0.0,4.5359402595838784e-13,6.338233942614666e-13,0.0,6.515081876719249e-11,9.207339909221702e-11,0.0,3.879613993036423e-10,5.482348697070772e-10,0.0,3.806915615697639e-10,5.381711233013983e-10,6.926143388596237e-26,2.122314593017781e-21,7.525702367482007e-20,7.737940752927173e-20,1.5269092323773607e-19,0.0,0.0,-1.4413760987733073e-19,-1.4413760987733073e-19,0.0,0.0,0.0,0.0,0.0,0.0
817,8.16999999999987,0.01,0.0,2.518398738733753e-13,3.5251214724723214e-13,0.0,1.528090836333016e-13,2.1458826306172837e-13,0.0,2.45735709352966e-10,3.47351924051358e-10,0.0,4.53571759369681e-10,6.405755285402278e-10,0.0,2.7760777368469406e-10,3.924648261362098e-10,6.92609760827699e-26,3.019301942560268e-20,1.0286367044885392e-19,1.330567591354327e-19,2.7547526837705717e-19,0.0,0.0,3.9583914980920194e-19,3.9583914980920194e-19,0.0,0.0,0.0,0.0,0.0,0.0
849,8.489999999999863,0.01,0.0,7.269949675969153e-14,1.0278273396847789e-13,0.0,5.058667282429003e-13,7.137461017482188e-13,0.0,2.459214845494687e-10,3.4763137456233837e-10,0.0,1.3722663529002842e-10,1.9311616012058883e-10,0.0,1.0863720533911158e-10,1.53609050503633e-10,6.926050351490647e-26,3.023868828150728e-20,9.41557471651124e-21,3.965433225852203e-20,8.588777947722617e-20,0.0,0.0,-5.920308360242472e-19,-5.920308360242472e-19,0.0,0.0,0.0,0.0,0.0,0.0
880,8.799999999999857,0.01,0.0,2.302296173914472e-13,3.254922161612389e-13,0.0,2.5498524658224e-13,3.543847751971501e-13,0.0,6.556365219829742e-11,9.26943857704949e-11,0.0,5.261130338878612e-10,7.364304529499804e-10,0.0,5.519746554360066e-12,7.709379519183201e-12,6.926004571786357e-26,2.149296244789654e-21,1.3839746221334493e-19,1.405468277181803e-19,4.905632161113807e-19,0.0,0.0,1.3048983812977001e-18,1.3048983812977001e-18,0.0,0.0,0.0,0.0,0.0,0.0
912,9.11999999999985,0.01,0.0,1.804170813480239e-13,2.5507942646802257e-13,0.0,3.8319316233048105e-13,5.370948754657076e-13,0.0,1.6821409426993556e-10,2.377638492973569e-10,0.0,3.971616415832511e-10,5.582808778378408e-10,0.0,4.0699952139052134e-11,5.755421626857281e-11,6.925957315634807e-26,1.4147990755527382e-20,7.88686847725514e-20,9.301674478765195e-20,3.128183179207443e-19,0.0,0.0,-5.552247738176634e-19,-5.552247738176634e-19,0.0,0.0,0.0,0.0,0.0,0.0
943,9.429999999999843,0.01,0.0,1.329032116498491e-13,1.8776298951701276e-13,0.0,4.542944054183807e-13,6.346997849404384e-13,0.0,2.732116425686805e-10,3.861985611469805e-10,0.0,1.9335012925191917e-10,2.731350012604593e-10,0.0,1.8696721447943144e-10,2.6431500831699085e-10,6.925911536545459e-26,3.732230081753822e-20,1.869213624086692e-20,5.601450631752051e-20,7.474813423220341e-20,0.0,0.0,-7.677495405323926e-19,-7.677495405323926e-19,0.0,0.0,0.0,0.0,0.0,0.0
974,9.739999999999837,0.01,0.0,2.5195615580725705e-13,3.527173032371991e-13,0.0,1.5200990926141912e-13,2.1322476543807069e-13,0.0,1.812814639032762e-10,2.562649568081094e-10,0.0,5.094726894969317e-10,7.204941483454119e-10,0.0,3.3761680351229954e-10,4.772723984894328e-10,6.925865757758699e-26,1.643148457745742e-20,1.297812106716185e-19,1.4621276450773349e-19,3.155589595811268e-19,0.0,0.0,7.763742017653932e-19,7.763742017653932e-19,0.0,0.0,0.0,0.0,0.0,0.0
1006,10.05999999999983,0.01,0.0,7.304223529241947e-14,1.0328702776024044e-13,0.0,5.056600315984231e-13,7.134945908234891e-13,0.0,4.894174242579907e-11,6.916002106960955e-11,0.0,2.2099280243366617e-10,3.0872498411548685e-10,0.0,3.8317049580191445e-10,5.416752017509803e-10,6.92581850255427e-26,1.1976470758366307e-21,2.441890936374271e-20,2.5616625697764366e-20,8.662047700640075e-20,0.0,0.0,-7.149990349937417e-19,-7.149990349937417e-19,0.0,0.0,0.0,0.0,0.0,0.0
1037,10.369999999999823,0.01,0.0,2.29890446963968e-13,3.250043994092133e-13,0.0,2.5618828730862443e-13,3.5627260430073237e-13,0.0,2.380269398015049e-10,3.3645410200705023e-10,0.0,2.571682746457133e-10,3.619737181225474e-10,0.0,2.8809196579320246e-10,4.072827825604965e-10,6.925772724382456e-26,2.8328412035634615e-20,3.306776074212649e-20,6.139624203548836e-20,3.057142619823694e-19,0.0,0.0,7.064424607170317e-19,7.064424607170317e-19,0.0,0.0,0.0,0.0,0.0,0.0
1069,10.689999999999817,0.01,0.0,1.8094799829753114e-13,2.5582005289428214e-13,0.0,3.8217836992820353e-13,5.355676786870541e-13,0.0,2.5270033898901306e-10,3.5721260732318356e-10,0.0,3.3016975561215553e-10,4.599145809417363e-10,0.0,1.1936483073044776e-10,1.6877292504896948e-10,6.925725469812802e-26,3.1928730662581063e-20,5.450603376049523e-20,8.643483368033098e-20,2.824541803507367e-19,0.0,0.0,-7.267384096618481e-20,-7.267384096618481e-20,0.0,0.0,0.0,0.0,0.0,0.0
1100,10.99999999999981,0.01,0.0,1.3229768568448066e-13,1.8693208201003374e-13,0.0,4.549906341237784e-13,6.355697086045173e-13,0.0,8.152567100657184e-11,1.1525768160461342e-10,0.0,1.4116834302095292e-11,1.9621812439917438e-11,0.0,8.557940920523355e-12,1.2048388483793827e-11,6.925679692255913e-26,3.3232175165358944e-21,9.964250535640713e-23,3.422929278689224e-21,3.552819933023984e-21,0.0,0.0,-8.994200027691636e-19,-8.994200027691636e-19,0.0,0.0,0.0,0.0,0.0,0.0
1131,11.309999999999803,0.01,0.0,2.5207005434156633e-13,3.52918874793621e-13,0.0,1.5122204672938201e-13,2.1185915074617276e-13,0.0,1.4841343964336579e-10,2.0977343148296945e-10,0.0,2.487346947442082e-10,3.509076626672664e-10,0.0,3.065479159678421e-11,4.335218346761988e-11,6.925633915001603e-26,1.1013274533387487e-20,3.09344741847472e-20,4.1947817974473843e-20,1.1245641147670217e-19,0.0,0.0,3.510377253575336e-19,3.510377253575336e-19,0.0,0.0,0.0,0.0,0.0,0.0
1163,11.629999999999797,0.01,0.0,7.339144729439422e-14,1.0379025704385438e-13,0.0,5.05448561488999e-13,7.132358514347556e-13,0.0,2.7219262245782135e-10,3.8475695241619414e-10,0.0,1.1135184256591229e-10,1.5536377161694763e-10,0.0,1.7530234524622544e-10,2.4782670610748277e-10,6.925586661379043e-26,3.704441186023302e-20,6.1996164214118584e-21,4.324409753751149e-20,8.579774014149797e-20,0.0,0.0,-8.309779746712937e-20,-8.309779746712937e-20,0.0,0.0,0.0,0.0,0.0,0.0
1194,11.93999999999979,0.01,0.0,2.2954918790266657e-13,3.2451330250924263e-13,0.0,2.573913687800944e-13,3.581567565824732e-13,0.0,1.933464015637229e-10,2.733186568007246e-10,0.0,2.198242709460067e-10,3.059721038576865e-10,0.0,3.296901862215638e-10,4.660651470791138e-10,6.925540884739636e-26,1.8691415498820197e-20,2.4161355048471675e-20,4.2852839802700723e-20,2.778936059009968e-19,0.0,0.0,6.194239434930114e-19,6.194239434930114e-19,0.0,0.0,0.0,0.0,0.0,0.0
1226,12.259999999999783,0.01,0.0,1.814775374115417e-13,2.565580597784415e-13,0.0,3.811605422000587e-13,5.340351008375165e-13,0.0,3.255343515413713e-11,4.599262923481877e-11,0.0,1.8158568091476682e-10,2.566745668525335e-10,0.0,3.8495114932098243e-10,5.441896000249282e-10,6.92549363175182e-26,5.298630701673054e-22,1.6486679756639756e-20,1.7016612081743378e-20,1.75596536804674e-19,0.0,0.0,-3.1952542214732597e-19,-3.1952542214732597e-19,0.0,0.0,0.0,0.0,0.0,0.0
1257,12.569999999999776,0.01,0.0,1.3169205413694506e-13,1.8609930628969214e-13,0.0,4.556827029171291e-13,6.364331566466614e-13,0.0,2.2944310440532578e-10,3.243193575621776e-10,0.0,3.0258554502962753e-10,4.276558718208088e-10,0.0,2.980304424066185e-10,4.213318196391281e-10,6.92544785572732e-26,2.6322069079576605e-20,4.5779006030438367e-20,7.210114436449354e-20,1.1790092003875765e-19,0.0,0.0,-1.8608337312277439e-19,-1.8608337312277439e-19,0.0,0.0,0.0,0.0,0.0,0.0
1289,12.88999999999977,0.01,0.0,2.5055551556492124e-13,3.5029669148024335e-13,0.0,1.6094644641915992e-13,2.2746558952878194e-13,0.0,2.58550006875513e-10,3.654803540826495e-10,0.0,3.2250064216124244e-10,4.5118829038951093e-10,0.0,1.3024237363998765e-10,1.841516573304346e-10,6.925400603374232e-26,3.342405302766392e-20,5.200333209720686e-20,8.542745437887681e-20,1.7681354865428962e-19,0.0,0.0,1.8395181333929995e-19,1.8395181333929995e-19,0.0,0.0,0.0,0.0,0.0,0.0
1320,13.199999999999763,0.01,0.0,7.374702588214642e-14,1.042924167507642e-13,0.0,5.052323206335257e-13,7.129698864483471e-13,0.0,9.71878596401451e-11,1.3739694161757444e-10,0.0,2.083330209879661e-10,2.919288125808817e-10,0.0,1.2406665321310746e-11,1.7515426207114097e-11,6.925354827964639e-26,4.72274003071627e-21,2.1701323816986156e-20,2.6424133101250705e-20,8.425058163525063e-20,0.0,0.0,-2.982609903039232e-19,-2.982609903039232e-19,0.0,0.0,0.0,0.0,0.0,0.0
1351,13.509999999999756,0.01,0.0,2.29205844758409e-13,3.2401893055226094e-13,0.0,2.5859444121759625e-13,3.6003721305474133e-13,0.0,1.3422772423356516e-10,1.897204389399201e-10,0.0,5.058570466935183e-10,7.086213702404188e-10,0.0,2.470467615831784e-11,3.4937623902300654e-11,6.925309052857609e-26,9.008540976461008e-21,1.2794567584474419e-19,1.3695428607429572e-19,4.754063554836476e-19,0.0,0.0,1.2613225667667468e-18,1.2613225667667468e-18,0.0,0.0,0.0,0.0,0.0,0.0
1383,13.82999999999975,0.01,0.0,1.8200568918526984e-13,2.5729343972268153e-13,0.0,3.801396959998299e-13,5.324971576419629e-13,0.0,2.7017283876012626e-10,3.8190071391730865e-10,0.0,2.953882941964951e-10,4.1586176076089024e-10,0.0,1.637042272910732e-10,2.3143028231862774e-10,6.925261801451584e-26,3.6496681401852587e-20,4.3627122174157564e-20,8.012387282862817e-20,2.6642366372607803e-19,0.0,0.0,-6.527855735322434e-19,-6.527855735322434e-19,0.0,0.0,0.0,0.0,0.0,0.0
1414,14.139999999999743,0.01,0.0,1.310863399254988e-13,1.8526467086526216e-13,0.0,4.563706027102578e-13,6.37290120525802e-13,0.0,2.047003231499408e-10,2.8936723837979494e-10,0.0,3.2471679854753646e-10,4.58945347031504e-10,0.0,3.2106518469861536e-10,4.538734566453247e-10,6.925216026959442e-26,2.0951111148845098e-20,5.272049962948068e-20,7.367168003048606e-20,1.2640524394824465e-19,0.0,0.0,-4.515527148289521e-19,-4.515527148289521e-19,0.0,0.0,0.0,0.0,0.0,0.0
1446,14.459999999999736,0.01,0.0,2.5069448032562085e-13,3.5053595929321416e-13,0.0,1.6004955852670362e-13,2.2612331151237724e-13,0.0,1.604775908667939e-11,2.265640676680416e-11,0.0,5.523578252512778e-10,7.809660717104869e-10,0.0,3.859038474179207e-10,5.455379502156595e-10,6.925168776188127e-26,1.2876528585205048e-22,1.5254958355816053e-19,1.5267841809570034e-19,3.4463037640333432e-19,0.0,0.0,6.815797986926803e-19,6.815797986926803e-19,0.0,0.0,0.0,0.0,0.0,0.0
1477,14.76999999999973,0.01,0.0,7.410886424140778e-14,1.0479350182343353e-13,0.0,5.050113118097743e-13,7.12696698803792e-13,0.0,2.2001577433146294e-10,3.109923213812571e-10,0.0,1.6316817386979284e-10,2.3074646032816894e-10,0.0,3.077018046642026e-10,4.3500319436147205e-10,6.925123002310867e-26,2.4203470477336605e-20,1.3311926482001467e-20,3.7515466210568094e-20,8.672562966151341e-20,0.0,0.0,-8.3145419515226855e-19,-8.3145419515226855e-19,0.0,0.0,0.0,0.0,0.0,0.0
1508,15.079999999999723,0.01,0.0,2.288604221154627e-13,3.235212886622522e-13,0.0,2.5979745554176453e-13,3.6191395476802816e-13,0.0,2.6540426524306843e-10,3.7516759606467833e-10,0.0,3.873671002035692e-10,5.465794545207726e-10,0.0,1.4683495689681062e-10,2.0760591603319663e-10,6.925077228736155e-26,3.521971200460651e-20,7.502663516006098e-20,1.1024641641543977e-19,3.95404270232509e-19,0.0,0.0,9.953240638993357e-19,9.953240638993357e-19,0.0,0.0,0.0,0.0,0.0,0.0
1540,15.399999999999716,0.01,0.0,1.8253244418768629e-13,2.5802618535607567e-13,0.0,3.7911584829963416e-13,5.309538648791577e-13,0.0,1.1249259229361756e-10,1.590307707451388e-10,0.0,4.221776121900433e-10,5.950009427599679e-10,0.0,1.6924489156397576e-11,2.3921799804867397e-11,6.92502997891186e-26,6.327291660469032e-21,8.911696811724328e-20,9.54443290280121e-20,3.278128655230452e-19,0.0,0.0,-2.1115489007386402e-19,-2.1115489007386402e-19,0.0,0.0,0.0,0.0,0.0,0.0
1571,15.70999999999971,0.01,0.0,1.3048056628145994e-13,1.8442818426459675e-13,0.0,4.570543244840363e-13,6.381405917669211e-13,0.0,1.1954867924110188e-10,1.6897013116219328e-10,0.0,2.1913870561901043e-11,3.0940987157690416e-11,0.0,1.9181246081914317e-11,2.7124035794160447e-11,6.924984205952017e-26,7.145943354145929e-21,2.401088615018766e-22,7.386121465489866e-21,7.633370484064458e-21,0.0,0.0,-1.0325289430550931e-18,-1.0325289430550931e-18,0.0,0.0,0.0,0.0,0.0,0.0
