step,time,dt,psi_mean,psi_rms,psi_max_abs,omega_mean,omega_rms,omega_max_abs,du_par_mean,du_par_rms,du_par_max_abs,db_par_mean,db_par_rms,db_par_max_abs,drho_mean,drho_rms,drho_max_abs,alfvenic_energy,du_par_energy,db_par_energy,total_energy_proxy,total_energy,total_energy_rhs_dissipation,total_energy_rhs_forcing,total_energy_rhs_total,auto_dissipation_enabled,auto_dissipation_nu_perp,auto_dissipation_nu_par,auto_dissipation_kd,auto_dissipation_ud,auto_dissipation_Ed
0,0.0,0.0,0.0,9.118632490868232e-14,1.2891754219234758e-13,0.0,3.244785069074374e-13,4.586168056104405e-13,0.0,3.2314573379429397e-13,4.569919792417555e-13,0.0,8.058192211068826e-13,1.1387292882686587e-12,0.0,7.239707835093691e-13,1.0204497306967905e-12,1.1619324231956386e-25,1.044231652694527e-25,6.493446171053031e-25,8.699610246943196e-25,2.009162107335202e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.4,0.1,0.0,9.118632490868232e-14,1.2891754219234758e-13,0.0,1.3386524010140208e-12,1.893138989445396e-12,0.0,8.076376165706122e-13,1.141531073888234e-12,0.0,1.055083032346128e-12,1.4917146406105107e-12,0.0,1.0891165918404454e-12,1.5332676714310582e-12,2.459396999576964e-25,6.5227851969985925e-25,1.1132002051447007e-24,2.0114184248022564e-24,3.9644012408455906e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.7,0.1,0.0,9.118632490868232e-14,1.2891754219234758e-13,0.0,3.705450395791024e-12,5.233905711924332e-12,0.0,1.2882137000600404e-12,1.8165657465310902e-12,0.0,1.885060655653283e-12,2.657293426760126e-12,0.0,2.425008028002889e-12,3.4221136069532995e-12,1.1642760372597929e-24,1.6594945370223795e-24,3.553453675491986e-24,6.3772242497741586e-24,1.2611353505023256e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.9999999999999999,0.1,0.0,9.118632490868232e-14,1.2891754219234758e-13,0.0,9.300624621651095e-12,1.3132216793285535e-11,0.0,1.7826513515953291e-12,2.5209988232065573e-12,0.0,4.043211599395897e-12,5.717768992776474e-12,0.0,5.873794708703486e-12,8.292361918222254e-12,6.762064938582463e-24,3.1778458413446545e-24,1.634756003748953e-23,2.6287470817416648e-23,5.496740070774915e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,1.3,0.1,0.0,9.118632490868232e-14,1.2891754219234758e-13,0.0,2.2995356838138813e-11,3.246673184436907e-11,0.0,2.281958026052776e-12,3.225431899882024e-12,0.0,9.42006076278004e-12,1.3316352275782887e-11,0.0,1.4438020035361882e-11,2.0384269402479164e-11,4.078397399708053e-23,5.207332432666681e-24,8.873754477446804e-23,1.3472885120421525e-22,2.9040875431731705e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,1.6000000000000003,0.1,0.0,9.118632490868232e-14,1.2891754219234758e-13,0.0,5.6715911798795675e-11,8.007533914113449e-11,0.0,2.783514740573231e-12,3.92986497655749e-12,0.0,2.2700895623142643e-11,3.207034471982983e-11,0.0,3.557586599696925e-11,5.022819334827891e-11,2.4754614438595994e-22,7.74795431098846e-24,5.153306620928167e-22,7.7062476078976515e-22,1.6747136416543557e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,1.9000000000000006,0.1,0.0,9.118632490868232e-14,1.2891754219234758e-13,0.0,1.398284013322138e-10,1.9741880199545443e-10,0.0,3.2862914472563136e-12,4.634298053232955e-12,0.0,5.545207182294057e-11,7.831194144222863e-11,0.0,8.769553787965347e-11,1.2381416176716207e-10,1.5041066957670274e-21,1.0799711476309996e-23,3.0749322694565588e-21,4.5898386766998966e-21,9.98445669329035e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,2.2000000000000006,0.1,0.0,9.118632490868232e-14,1.2891754219234758e-13,0.0,3.447126776278594e-10,4.866875680455689e-10,0.0,3.789802623967546e-12,5.338731129908425e-12,0.0,1.3619556342190715e-10,1.9231136780655745e-10,0.0,2.1618627525450818e-10,3.052256782979678e-10,9.140633487939791e-21,1.436260392863129e-23,1.8549231495810735e-20,2.770422758767916e-20,6.024673898383834e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,2.600000000000001,0.1,0.0,9.118632490868232e-14,1.2891754219234758e-13,0.0,1.147977170992484e-09,1.6207880519280957e-09,0.0,4.4618635718414785e-12,6.281267226383729e-12,0.0,4.527614510910143e-10,6.392597331535143e-10,0.0,7.199496169196124e-10,1.0164711937747637e-09,1.013733069496735e-19,1.990822653372599e-23,2.0499293159404097e-19,3.063861467702482e-19,6.660228688650568e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,2.9000000000000012,0.1,0.0,9.118632490868232e-14,1.2891754219234758e-13,0.0,2.8300204758489415e-09,3.995605026565233e-09,0.0,4.966262980254544e-12,6.995986080298107e-12,0.0,1.1156545950587845e-09,1.575175001856724e-09,0.0,1.7748361469017088e-09,2.505827883142395e-09,6.160782537653941e-19,2.4663767989046742e-23,1.2446851754757804e-18,1.8607880930091634e-18,4.044446295598251e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,3.2000000000000015,0.1,0.0,9.118632490868232e-14,1.2891754219234758e-13,0.0,6.9766323034464294e-09,9.85005844265426e-09,0.0,5.470872392166285e-12,7.710704934212486e-12,0.0,2.749834367405629e-09,3.882415194464671e-09,0.0,4.375367077569721e-09,6.177424799816057e-09,3.744107669439854e-18,2.993044473136725e-23,7.561589048165114e-18,1.1305726648049698e-17,2.4571672346584986e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,3.5000000000000018,0.1,0.0,9.118632490868232e-14,1.2891754219234758e-13,0.0,1.7198955780217552e-08,2.4282592546119105e-08,0.0,5.97563860693462e-12,8.425423788126864e-12,0.0,6.77845231857376e-09,9.570277276238098e-09,0.0,1.0786256296879523e-08,1.5228730749154184e-08,2.2754160102700365e-17,3.570825676068752e-23,4.594741583517797e-17,6.87016116461351e-17,1.4931111311135959e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,3.800000000000002,0.1,0.0,9.118632490868232e-14,1.2891754219234758e-13,0.0,4.239926454346662e-08,5.986201013024784e-08,0.0,6.480524984675822e-12,9.140142642041243e-12,0.0,1.670989472318238e-08,2.3592126768919586e-08,0.0,2.6590529055107677e-08,3.754222005483377e-08,1.3828443347939166e-16,4.199720407700756e-23,2.792205816598383e-16,4.175050571364341e-16,9.073657267150976e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,4.100000000000001,0.1,0.0,9.118632490868232e-14,1.2891754219234758e-13,0.0,1.0452364989645085e-07,1.475732151560861e-07,0.0,6.985505470638996e-12,9.85486149595562e-12,0.0,4.1193116791715536e-08,5.815911521420912e-08,0.0,6.555158865777416e-08,9.254995119658454e-08,8.403994914677736e-16,4.879728668032735e-23,1.6968728710159167e-15,2.537272411280977e-15,5.514242360431708e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,4.4,0.1,0.0,9.118632490868232e-14,1.2891754219234758e-13,0.0,2.5767412487090253e-07,3.6380091115630006e-07,0.0,7.490561031768374e-12,1.0569580349869997e-11,0.0,1.0154972342832641e-07,1.4337445649032187e-07,0.0,1.6159929601819716e-07,2.2815628524237607e-07,5.1073811253377464e-15,5.610850457064687e-23,1.0312346328369585e-14,1.5419727509815835e-14,3.351156317362212e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,4.799999999999999,0.1,0.0,9.118632490868232e-14,1.2891754219234758e-13,0.0,8.581156066207717e-07,1.2115428342774316e-06,0.0,8.16406114788503e-12,1.1522538821755829e-11,0.0,3.381837288358303e-07,4.774695730296014e-07,0.0,5.381637679005981e-07,7.59814239057237e-07,5.664326110211848e-14,6.665189442640585e-23,1.1436823444930642e-13,1.710114956180768e-13,3.716575209677371e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,5.099999999999998,0.1,0.0,9.118632490868232e-14,1.2891754219234758e-13,0.0,2.1154464868779047e-06,2.98672348189435e-06,0.0,8.669242257528897e-12,1.22372576756702e-11,0.0,8.336978652870412e-07,1.1770683178476956e-06,0.0,1.3266937967166584e-06,1.8731116766679519e-06,3.442395260650365e-13,7.515576131972475e-23,6.950521305841697e-13,1.0392916567243619e-12,2.2586813595036067e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,5.399999999999997,0.1,0.0,9.118632490868232e-14,1.2891754219234758e-13,0.0,5.215047721210488e-06,7.3629399678773085e-06,0.0,9.17446257281828e-12,1.2951976529584572e-11,0.0,2.0552508018218564e-06,2.9017353621604923e-06,0.0,3.2705963040084494e-06,4.617638329105454e-06,2.0920555949618547e-12,8.41707635000434e-23,4.2240558583893834e-12,6.3161114534354086e-12,1.3726735766399237e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,5.699999999999996,0.1,0.0,9.118632490868232e-14,1.2891754219234758e-13,0.0,1.2856256541208898e-05,1.8151290301631054e-05,0.0,9.679715954890507e-12,1.3666695383498944e-11,0.0,5.066651419861432e-06,7.153424542237156e-06,0.0,8.062749829890654e-06,1.1383509058229336e-05,1.2714102481029078e-11,9.369690096736179e-23,2.5670956610383863e-11,3.838505909150664e-11,8.342182507463622e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,5.999999999999995,0.1,0.0,9.118632490868232e-14,1.2891754219234758e-13,0.0,3.1693541668111646e-05,4.47469816474773e-05,0.0,1.0184997482654572e-11,1.4381414237413315e-11,0.0,1.2490426035846217e-05,1.763478727459195e-05,0.0,1.9876477796947427e-05,2.8062890430808998e-05,7.726773718987162e-11,1.0373417372167996e-22,1.5601074255694504e-10,2.3327847974692037e-10,5.069815368643678e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
