step,time,dt,psi_mean,psi_rms,psi_max_abs,omega_mean,omega_rms,omega_max_abs,du_par_mean,du_par_rms,du_par_max_abs,db_par_mean,db_par_rms,db_par_max_abs,s_mean,s_rms,s_max_abs,alfvenic_energy,du_par_energy,db_par_energy,total_energy_proxy,total_energy,total_energy_rhs_dissipation,total_energy_rhs_forcing,total_energy_rhs_total,auto_dissipation_enabled,auto_dissipation_nu_perp,auto_dissipation_nu_par,auto_dissipation_kd,auto_dissipation_ud,auto_dissipation_Ed
32,3.2000000000000015,0.1,0.0,1.3627234732035124e-11,1.896411011441314e-11,0.0,7.988212844690035e-11,1.1141333068423009e-10,0.0,6.632815282834718e-11,9.249789302533877e-11,0.0,3.0154269971776497e-12,4.206605697533229e-12,0.0,1.0238493008008255e-12,1.4384048126146477e-12,1.4524889389962479e-21,2.1997119288102898e-21,4.546399987653909e-24,3.656747267794191e-21,4.111911400254957e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,3.5000000000000018,0.1,0.0,1.8965194759163517e-11,2.6417358475451943e-11,0.0,1.4911841999062977e-10,2.08283530158387e-10,0.0,7.399948020688329e-11,1.0317372576257363e-10,0.0,3.4836292129795726e-12,4.859553037475817e-12,0.0,1.0238493008008255e-12,1.4384048126146477e-12,3.193153409663823e-21,2.7379615354444548e-21,6.0678362467623365e-24,5.9371827813550406e-21,6.54449053972665e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,3.800000000000002,0.1,0.0,2.7042409370083164e-11,3.7703161464352544e-11,0.0,1.958666697446333e-10,2.736755810759873e-10,0.0,8.544346303500802e-11,1.1911984078153018e-10,0.0,4.0349412900881125e-12,5.628418932355276e-12,0.0,1.0238493008008255e-12,1.4384048126146477e-12,6.2289263147681364e-21,3.650292687707391e-21,8.14037560722896e-24,9.887359378082756e-21,1.0701921072501026e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,4.100000000000001,0.1,0.0,3.65211888688416e-11,5.0948307437148825e-11,0.0,2.0901494768061044e-10,2.9203089328605497e-10,0.0,1.0187368889433974e-10,1.420344061027808e-10,0.0,4.6825400832772454e-12,6.531580007312431e-12,0.0,1.0238493008008255e-12,1.4384048126146477e-12,1.0349960819401791e-20,5.189124244470362e-21,1.0963090815749031e-23,1.5550048154687904e-20,1.664688136995818e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,4.4,0.1,0.0,4.5833677509482816e-11,6.395755532990696e-11,0.0,1.9002913953690297e-10,2.653879287170893e-10,0.0,1.235943352440179e-10,1.7234204427196232e-10,0.0,5.4419038010328326e-12,7.590622673130583e-12,0.0,1.0238493008008255e-12,1.4384048126146477e-12,1.5043606417940322e-20,7.637779852205342e-21,1.4807158489847788e-23,2.2696193428635512e-20,2.417743341131567e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,4.799999999999999,0.1,0.0,5.601758385209681e-11,7.817113400610872e-11,0.0,1.395833408891574e-10,1.9462701143033176e-10,0.0,1.5972203211794774e-10,2.2276155981305404e-10,0.0,6.660052733311268e-12,9.289522163037882e-12,0.0,1.0238493008008255e-12,1.4384048126146477e-12,2.114616878691117e-20,1.2755563771943364e-20,2.217815120524344e-23,3.392391071005978e-20,3.6142249964279495e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,5.099999999999998,0.1,0.0,6.171300570611686e-11,8.610506887012285e-11,0.0,1.1087942961451627e-10,1.5427237015513864e-10,0.0,1.9079117457620795e-10,2.6611734609785724e-10,0.0,7.756221075897264e-12,1.0818309613348863e-11,0.0,1.0238493008008255e-12,1.4384048126146477e-12,2.522807366525012e-20,1.820063614808452e-20,3.007948268909644e-23,4.345878929602373e-20,4.6467261698628745e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,5.399999999999997,0.1,0.0,6.672076370703013e-11,9.306824139589767e-11,0.0,1.1254649601241355e-10,1.5639440557450156e-10,0.0,2.242882533734444e-10,3.1284979104448133e-10,0.0,9.037618229396269e-12,1.2605435599877533e-11,0.0,1.0238493008008255e-12,1.4384048126146477e-12,2.9422973311362e-20,2.515261030065519e-20,4.0839271630157855e-23,5.461642288364735e-20,5.870087418035851e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,5.699999999999996,0.1,0.0,7.274254122377112e-11,1.0144112860756105e-10,0.0,1.5562582923865065e-10,2.1648879544259398e-10,0.0,2.6016577958304644e-10,3.628877714454323e-10,0.0,1.0534870811914855e-11,1.4693614150586297e-11,0.0,1.0238493008008255e-12,1.4384048126146477e-12,3.532611780962202e-20,3.3843116433027146e-20,5.549175151186776e-23,6.922472599416103e-20,7.477442527904318e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,5.999999999999995,0.1,0.0,8.170625773131675e-11,1.139215206664604e-10,0.0,2.386492643398945e-10,3.324868751997271e-10,0.0,2.9947453301736883e-10,4.176968570520212e-10,0.0,1.2283764596070994e-11,1.7132754740355884e-11,0.0,1.0238493008008255e-12,1.4384048126146477e-12,4.558394972058067e-20,4.4842497962985557e-20,7.544543632584358e-23,9.050189311989207e-20,9.804696088617181e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,6.299999999999994,0.1,0.0,9.518898162127558e-11,1.3271646295441313e-10,0.0,3.4844818159322713e-10,4.859379472129858e-10,0.0,3.443207279823691e-10,4.802195889273562e-10,0.0,1.432609982297644e-11,1.9981155175416596e-11,0.0,1.0238493008008255e-12,1.4384048126146477e-12,6.356597579960662e-20,5.927838185915429e-20,1.026185680689428e-22,1.2294697622682985e-19,1.332093571674195e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,6.5999999999999925,0.1,0.0,1.1397894190648741e-10,1.5892851984401957e-10,0.0,4.6512734685367276e-10,6.489884459002147e-10,0.0,3.9750840588451093e-10,5.543750278934311e-10,0.0,1.67106902679279e-11,2.3306894966992097e-11,0.0,1.0238493008008255e-12,1.4384048126146477e-12,9.276369666437794e-20,7.900646637442252e-20,1.396235846153101e-22,1.7190978662341577e-19,1.8587266921864217e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,6.999999999999991,0.1,0.0,1.4692559040462502e-10,2.0490578019975433e-10,0.0,5.992171134238434e-10,8.362557763476359e-10,0.0,4.864788693536679e-10,6.784410391511733e-10,0.0,2.0522394578929942e-11,2.862300606637308e-11,0.0,1.0238493008008255e-12,1.4384048126146477e-12,1.541263834454366e-19,1.1833084516381154e-19,2.1058433962664653e-22,2.726678129488748e-19,2.9372677104523485e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,7.29999999999999,0.1,0.0,1.7634610642860772e-10,2.459634400956937e-10,0.0,6.716166456171214e-10,9.372095154296485e-10,0.0,5.699812521075185e-10,7.949023131328112e-10,0.0,2.394394116241124e-11,3.339497454103056e-11,0.0,1.0238493008008255e-12,1.4384048126146477e-12,2.1948547470567453e-19,1.6243931387702722e-19,2.8665615919450563e-22,3.8221144474189625e-19,4.1087758479504222e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,7.599999999999989,0.1,0.0,2.0861832365346746e-10,2.9099288215149786e-10,0.0,7.248513667352564e-10,1.0112540249715055e-09,0.0,6.6981559939735e-10,9.341555516352679e-10,0.0,2.7937618628116397e-11,3.896488556883384e-11,0.0,1.0238493008008255e-12,1.4384048126146477e-12,3.0309849010657993e-19,2.2432646859801564e-19,3.9025526730503813e-22,5.278152139719006e-19,5.6684126483609985e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,7.899999999999988,0.1,0.0,2.432225165265301e-10,3.392623547412079e-10,0.0,7.763572878067519e-10,1.082774677608933e-09,0.0,7.87124930821301e-10,1.0977893768047292e-09,0.0,3.2598879712830966e-11,4.546586538702401e-11,0.0,1.0238493008008255e-12,1.4384048126146477e-12,4.0770369917384066e-19,3.0978282836021884e-19,5.313434792658109e-22,7.180178710133253e-19,7.711527430736018e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,8.199999999999987,0.1,0.0,2.8062229407720635e-10,3.91415806337324e-10,0.0,8.501767527548078e-10,1.185411632840219e-09,0.0,9.229584334312771e-10,1.2872585834049536e-09,0.0,3.803913304514887e-11,5.3053293673980806e-11,0.0,1.0238493008008255e-12,1.4384048126146477e-12,5.396676872164519e-19,4.2592613492095856e-19,7.234878214132682e-22,9.663173099588236e-19,1.0386666162338458e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,8.499999999999986,0.1,0.0,3.224022685132817e-10,4.496658136914863e-10,0.0,9.69561512655454e-10,1.351706916320199e-09,0.0,1.0789096224881044e-09,1.5047771369620172e-09,0.0,4.4388405918953127e-11,6.190851727317326e-11,0.0,1.0238493008008255e-12,1.4384048126146477e-12,7.117866988579597e-19,5.820229867487118e-19,9.851652900128765e-22,1.2947948508966844e-18,1.3933119040316674e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,8.799999999999985,0.1,0.0,3.7106420596402087e-10,5.175084417793907e-10,0.0,1.150025742550812e-09,1.603373003645817e-09,0.0,1.2577318002764941e-09,1.754179489825415e-09,0.0,5.1798452070943626e-11,7.224318455737265e-11,0.0,1.0238493008008255e-12,1.4384048126146477e-12,9.458438540266313e-19,7.909446407133753e-19,1.3415398184729216e-21,1.7381300345584794e-18,1.872284540539467e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,9.199999999999983,0.1,0.0,4.517513573018278e-10,6.300142580654653e-10,0.0,1.4903819790685143e-09,2.0783198812376026e-09,0.0,1.539444174255889e-09,2.1470596243672305e-09,0.0,6.363888735604973e-11,8.875684286920733e-11,0.0,1.0238493008008255e-12,1.4384048126146477e-12,1.411947625184444e-18,1.1849441828251976e-18,2.024953991957992e-21,2.5989167620016e-18,2.8014126853310946e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,9.499999999999982,0.1,0.0,5.277097533818108e-10,7.3594598610231e-10,0.0,1.8086135576768582e-09,2.522473660473274e-09,0.0,1.791256557529493e-09,2.4982336363264885e-09,0.0,7.426465515134647e-11,1.035764255539967e-10,0.0,1.0238493008008255e-12,1.4384048126146477e-12,1.9359151794472247e-18,1.6043000274462046e-18,2.757619502374206e-21,3.542972826395803e-18,3.818735300766919e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,9.799999999999981,0.1,0.0,6.192729797826138e-10,8.636565501282502e-10,0.0,2.164034507614236e-09,3.0184827842255273e-09,0.0,2.086346259819685e-09,2.909766623551465e-09,0.0,8.666526735747276e-11,1.2087135506552028e-10,0.0,1.0238493008008255e-12,1.4384048126146477e-12,2.672860781529182e-18,2.176420357931794e-18,3.7554342830711145e-21,4.853036573744047e-18,5.2285805261848545e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,10.09999999999998,0.1,0.0,7.278440591840359e-10,1.0150996093444321e-09,0.0,2.544233980411172e-09,3.548931113464953e-09,0.0,2.433374264110326e-09,3.3937462543033586e-09,0.0,1.0113711055049036e-10,1.410549968777325e-10,0.0,1.0238493008008255e-12,1.4384048126146477e-12,3.6923867398385914e-18,2.960655154617235e-18,5.1143575652510535e-21,6.658156252021077e-18,7.169592532679878e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,10.399999999999979,0.1,0.0,8.544620027189017e-10,1.1917169868093637e-09,0.0,2.9468133079444675e-09,4.1104075436641275e-09,0.0,2.841518339156593e-09,3.962977748765301e-09,0.0,1.1802607572219247e-10,1.646097594711535e-10,0.0,1.0238493008008255e-12,1.4384048126146477e-12,5.07967333665983e-18,4.037113235881621e-18,6.965077275190355e-21,9.123751649816641e-18,9.820259901469371e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,10.699999999999978,0.1,0.0,1.0003704217318028e-09,1.3952342568580875e-09,0.0,3.383337298036201e-09,4.719039210547846e-09,0.0,3.3203840952993192e-09,4.6308580334906525e-09,0.0,1.37735825407972e-10,1.9209862436021738e-10,0.0,1.0238493008008255e-12,1.4384048126146477e-12,6.945084500250157e-18,5.512475270158339e-18,9.485578800407672e-21,1.2467045349208905e-17,1.3415603753383366e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,10.999999999999977,0.1,0.0,1.1676700324696423e-09,1.6285738689305563e-09,0.0,3.878926354866287e-09,5.409923875252383e-09,0.0,3.880287166682398e-09,5.411769253846007e-09,0.0,1.6073744161023163e-10,2.241786018937429e-10,0.0,1.0238493008008255e-12,1.4384048126146477e-12,9.441141467901922e-18,7.528314247960056e-18,1.2918262567701312e-20,1.698237397842968e-17,1.827420075933351e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,11.399999999999975,0.1,0.0,1.4302848665404994e-09,1.9948281911860995e-09,0.0,4.691035205623522e-09,6.542144575060359e-09,0.0,4.773351127780431e-09,6.657342843171424e-09,0.0,1.9749009155086606e-10,2.7543692153053426e-10,0.0,1.0238493008008255e-12,1.4384048126146477e-12,1.414352355416369e-17,1.1392440494541359e-17,1.9501168130384723e-20,2.5555465216835435e-17,2.7505582554007605e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,11.699999999999974,0.1,0.0,1.6639283913416246e-09,2.3206654627912904e-09,0.0,5.4597196430041685e-09,7.61404117902988e-09,0.0,5.571702761488852e-09,7.770804286290194e-09,0.0,2.3047154864465985e-10,3.2143562049774483e-10,0.0,1.0238493008008255e-12,1.4384048126146477e-12,1.9142757247917548e-17,1.5521935831191243e-17,2.6558567367333902e-20,3.469125164647613e-17,3.734710890734321e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,11.999999999999973,0.1,0.0,1.9368651111159573e-09,2.7013004819012757e-09,0.0,6.397713963097651e-09,8.922260601331199e-09,0.0,6.500237482605773e-09,9.06581544463254e-09,0.0,2.6896134536614355e-10,3.7511671089845155e-10,0.0,1.0238493008008255e-12,1.4384048126146477e-12,2.595866136410982e-17,2.1126543665136514e-17,3.617010265058298e-20,4.7121375131896916e-17,5.073838592108891e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,12.299999999999972,0.1,0.0,2.2573874794815895e-09,3.1483074625292223e-09,0.0,7.524144787352317e-09,1.0493473285582404e-08,0.0,7.581401435253884e-09,1.0573681967726662e-08,0.0,3.138794249316087e-10,4.3776322250064285e-10,0.0,1.0238493008008255e-12,1.4384048126146477e-12,3.530010215680623e-17,2.873882386123482e-17,4.9260146697698693e-20,6.408818616473875e-17,6.90142013586423e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,12.599999999999971,0.1,0.0,2.634473002488969e-09,3.674214291019248e-09,0.0,8.850235219810051e-09,1.234326238490565e-08,0.0,8.84224317252339e-09,1.233213334433089e-08,0.0,3.6629937270928875e-10,5.108724672748618e-10,0.0,1.0238493008008255e-12,1.4384048126146477e-12,4.812547598417211e-17,3.909263216101826e-17,6.708761522360921e-20,8.728519576041398e-17,9.399395780690858e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,12.89999999999997,0.1,0.0,3.0775390714028076e-09,4.292158106601455e-09,0.0,1.0385061536733665e-08,1.4484177219522785e-08,0.0,1.0314637922476716e-08,1.4385633827001676e-08,0.0,4.274740759437734e-10,5.961918265925637e-10,0.0,1.0238493008008255e-12,1.4384048126146477e-12,6.571116159644536e-17,5.319587773589738e-17,9.136704280199143e-20,1.1899840637514475e-16,1.281351111794776e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,13.199999999999969,0.1,0.0,3.5965270529870676e-09,5.016001584183946e-09,0.0,1.2143673424020886e-08,1.6937096594141628e-08,0.0,1.2035441488303873e-08,1.678559414159434e-08,0.0,4.988656689679783e-10,6.957605153240316e-10,0.0,1.0238493008008255e-12,1.4384048126146477e-12,8.974942156438216e-17,7.242592590919306e-17,1.2443347783743419e-19,1.6229978095141268e-16,1.747431292592898e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,13.599999999999968,0.1,0.0,4.425739402635264e-09,6.172523922697292e-09,0.0,1.4889331656289336e-08,2.0766421032448685e-08,0.0,1.4789923364348313e-08,2.0627225070727296e-08,0.0,6.129367798139954e-10,8.548536306197857e-10,0.0,1.0238493008008255e-12,1.4384048126146477e-12,1.3584322315836385e-16,1.0937091656164803e-16,1.8784574802437507e-19,2.454019854680363e-16,2.6418656079460745e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,13.899999999999967,0.1,0.0,5.167567492712397e-09,7.20715882123718e-09,0.0,1.731600095148572e-08,2.415064470599288e-08,0.0,1.7264624502323766e-08,2.4078666693967003e-08,0.0,7.153027626323874e-10,9.976217951197457e-10,0.0,1.0238493008008255e-12,1.4384048126146477e-12,1.8510685691367525e-16,1.49033629603119e-16,2.558290211147627e-19,3.34396315537909e-16,3.5997921817351897e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,14.199999999999966,0.1,0.0,6.03021372571854e-09,8.410284194954552e-09,0.0,2.0138753041539614e-08,2.8087173429129004e-08,0.0,2.015333497868342e-08,2.8107528461674604e-08,0.0,8.347650180991674e-10,1.1642338519528736e-09,0.0,1.0238493008008255e-12,1.4384048126146477e-12,2.519614263355308e-16,2.0307845538151226e-16,3.484163177210516e-19,4.553882980347641e-16,4.90229930331003e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,14.499999999999964,0.1,0.0,7.0339943632624715e-09,9.810232446298481e-09,0.0,2.3447918208859696e-08,3.27021003158908e-08,0.0,2.352333900537094e-08,3.28076420288643e-08,0.0,9.741788091903119e-10,1.3586719897641774e-09,0.0,1.0238493008008255e-12,1.4384048126146477e-12,3.4274733965524474e-16,2.7667373898080294e-16,4.74512176137727e-19,6.198955908121854e-16,6.673468089500918e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,14.799999999999963,0.1,0.0,8.203644603802049e-09,1.1441504225363993e-08,0.0,2.7343669836366033e-08,3.813524452815314e-08,0.0,2.745356129117459e-08,3.82890740244953e-08,0.0,1.1368762598012628e-09,1.5855834673371362e-09,0.0,1.0238493008008255e-12,1.4384048126146477e-12,4.66205381110311e-16,3.768490137841398e-16,6.462438150498542e-19,8.437006387095006e-16,9.083250207386198e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,15.099999999999962,0.1,0.0,9.568649531063536e-09,1.3345228995213405e-08,0.0,3.193105588506075e-08,4.453318356821381e-08,0.0,3.203701979457354e-08,4.4681549789929236e-08,0.0,1.326745995717652e-09,1.8503916875550313e-09,0.0,1.0238493008008255e-12,1.4384048126146477e-12,6.343489396269752e-16,5.131853186589483e-16,8.801274685764118e-19,1.1484143857545e-15,1.2364271331362749e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,15.399999999999961,0.1,0.0,1.1163414341206563e-08,1.5569399965171104e-08,0.0,3.731834419388031e-08,5.2046921403391124e-08,0.0,3.738336936766185e-08,5.213800280253677e-08,0.0,1.5483260865172401e-09,2.159425821953874e-09,0.0,1.0238493008008255e-12,1.4384048126146477e-12,8.636056289118094e-16,6.987581526395191e-16,1.1986568350948957e-18,1.5635624383864235e-15,1.683428122420047e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,15.79999999999996,0.1,0.0,1.3716276091900384e-08,1.9129824338239377e-08,0.0,4.594551196789507e-08,6.407950440343423e-08,0.0,4.592440398127761e-08,6.405001255257784e-08,0.0,1.9023716500440524e-09,2.653207388151926e-09,0.0,1.0238493008008255e-12,1.4384048126146477e-12,1.30407741965897e-15,1.0545254405177935e-15,1.8095089474456644e-18,2.3604123691242094e-15,2.5413632643929094e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,16.09999999999996,0.1,0.0,1.6010608677339168e-08,2.232970212503187e-08,0.0,5.367047149400009e-08,7.485368386452465e-08,0.0,5.359032236795105e-08,7.474152032387234e-08,0.0,2.2200876036154877e-09,3.0963206406070677e-09,0.0,1.0238493008008255e-12,1.4384048126146477e-12,1.7769965483607842e-15,1.4359613257504573e-15,2.46439448386358e-18,3.215422268595105e-15,3.4618617175055965e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,16.399999999999963,0.1,0.0,1.8689735666574416e-08,2.6066257933242937e-08,0.0,6.265041048909028e-08,8.737803903777503e-08,0.0,6.253923927135244e-08,8.722241468878573e-08,0.0,2.5908656369977022e-09,3.6134387093447556e-09,0.0,1.0238493008008255e-12,1.4384048126146477e-12,2.421454807456044e-15,1.9555782243197353e-15,3.3562923744877528e-18,4.380389324150268e-15,4.7160185621231765e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,16.699999999999967,0.1,0.0,2.181611199512638e-08,3.0426589251195975e-08,0.0,7.30892179996471e-08,1.0193686754007382e-07,0.0,7.298586858817011e-08,1.0179215847050794e-07,0.0,3.0235677023353003e-09,4.216921214314589e-09,0.0,1.0238493008008255e-12,1.4384048126146477e-12,3.299090664787636e-15,2.6634685067848184e-15,4.570980825302581e-18,5.967130152397757e-15,6.4242282354521484e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,16.99999999999997,0.1,0.0,2.5462691913690812e-08,3.551243534155429e-08,0.0,8.52391163905379e-08,1.1888194190083767e-07,0.0,8.517968522178858e-08,1.1879869007916987e-07,0.0,3.5285357957840844e-09,4.9211919686814596e-09,0.0,1.0238493008008255e-12,1.4384048126146477e-12,4.4937166845041976e-15,3.627789387241494e-15,6.22528243106481e-18,8.127731354176757e-15,8.750259597807372e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
