step,time,dt,psi_mean,psi_rms,psi_max_abs,omega_mean,omega_rms,omega_max_abs,du_par_mean,du_par_rms,du_par_max_abs,db_par_mean,db_par_rms,db_par_max_abs,s_mean,s_rms,s_max_abs,alfvenic_energy,du_par_energy,db_par_energy,total_energy_proxy,total_energy,total_energy_rhs_dissipation,total_energy_rhs_forcing,total_energy_rhs_total,auto_dissipation_enabled,auto_dissipation_nu_perp,auto_dissipation_nu_par,auto_dissipation_kd,auto_dissipation_ud,auto_dissipation_Ed
0,0.0,0.0,6.456423937151179e-17,1.0,6.759707733760187,2.6020852139652106e-18,8.101073881968466,54.81402536241986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.79727771704669,0.0,0.0,6.79727771704669,6.79727771704669,0.0,0.0,0.0,1.0,2e-12,0.0,4.242640687119285,3.0932273824017735,4.784027819620063
32,0.3200000000000001,0.01,7.491837011874836e-17,0.9945656754937953,6.486906662803305,-1.231653667943533e-16,7.626456916108225,50.07289161827511,4.336808689942018e-19,0.3422049538216608,2.3440060731250014,-6.938893903907228e-18,0.3333945997634003,1.6887969294674448,1.3877787807814457e-17,0.9498265818287877,5.478642617105313,6.333070730772401,0.05855211521004248,0.05557597957569892,6.447198825558142,6.746360849731952,-1.0542818457601065e-07,0.0,-1.0542818457601065e-07,1.0,1.6e-11,0.0,4.242640687119285,3.031589791212529,4.595268331092012
63,0.6300000000000003,0.01,6.505213034913027e-17,0.9703043438436574,6.706947921023759,-4.85722573273506e-17,7.255261194830519,48.011108225882396,0.0,0.6184238079813853,4.415340366308759,2.0816681711721685e-17,0.5339284280911808,3.195131784223573,0.0,1.2119491166332665,5.227720516544157,5.833635768679266,0.19122400313909863,0.1425397831619596,6.167399554980324,6.706520916695485,-9.000465428145745e-07,0.0,-9.000465428145745e-07,1.0,1.28e-10,0.0,4.242640687119285,2.9015456843866754,4.209483679291471
95,0.9500000000000006,0.01,6.245004513516506e-17,0.9386225139108312,6.950582829858805,-4.85722573273506e-17,7.261753699015444,49.18830514808026,-6.938893903907228e-18,0.7958675102964523,4.913576435155907,0.0,0.6550899002268836,3.829312207136133,1.3877787807814457e-17,1.2482465211783196,6.511854264379315,5.522213777759406,0.3167025469727368,0.21457138868963416,6.053487713421777,6.68875133407253,-1.3286838244082825e-05,0.0,-1.3286838244082825e-05,1.0,1.024e-09,0.0,4.242640687119285,2.8556149077425,4.077268250660603
126,1.260000000000001,0.01,5.724587470723463e-17,0.8953214969448545,7.140699499089028,-4.85722573273506e-17,7.63684444530716,53.26510237586365,-1.214306433183765e-17,0.882167768004728,5.444351347439899,1.3877787807814457e-17,0.6992480138413667,4.36387339408329,4.163336342344337e-17,1.2741533244606233,5.875514877864688,5.369153808444838,0.3891099854532218,0.24447389243054807,6.002737686328608,6.68554758620235,-0.00018796531986189162,0.0,-0.00018796531986189162,1.0,8.192e-09,0.0,4.242640687119285,2.865953588807208,4.106844986598458
158,1.5800000000000012,0.01,6.245004513516506e-17,0.8548997428630202,7.289871246672709,-8.326672684688674e-17,8.037759930780675,62.66086502100037,-1.0408340855860843e-17,0.9178208704121904,6.179178289333965,1.3877787807814457e-17,0.7295849371383192,4.862049236750137,5.551115123125783e-17,1.3134611570602361,6.143902817543413,5.262385697421671,0.42119757508209543,0.26614709024956257,5.9497303627533284,6.681676110001516,-0.0024975652297716286,0.0,-0.0024975652297716286,1.0,6.5536e-08,0.0,4.242640687119285,2.8992889633395484,4.202938246471257
189,1.8900000000000015,0.01,5.551115123125783e-17,0.8260553225489435,7.881547317695945,4.163336342344337e-17,8.236334881007174,67.26854242656236,-6.938893903907228e-18,0.9662419771077488,5.527566868668699,6.938893903907228e-18,0.7566961344695108,4.483601168761737,2.7755575615628914e-17,1.3683612073529345,6.301840568771284,5.119477580070324,0.4668117791625456,0.28629451996055,5.87258387919342,6.664429745476832,-0.02863333315657646,0.0,-0.02863333315657646,1.0,5.24288e-07,0.0,4.242640687119285,2.9330046884521814,4.301258251241239
220,2.199999999999997,0.01,5.551115123125783e-17,0.8116668529675921,7.5208482137137596,1.3183898417423734e-16,8.134917105747554,66.23706387307024,-1.214306433183765e-17,1.0075968439389624,6.18657689871818,0.0,0.7970558144770884,4.918397198909101,2.7755575615628914e-17,1.4296684067724557,7.00231916921143,4.867617956531423,0.507625699957879,0.31764898569586736,5.6928926421851695,6.562408601278325,-0.2618084620008124,0.0,-0.2618084620008124,1.0,8.388608e-06,0.0,4.242640687119285,2.974844811314249,4.424850825701656
252,2.5199999999999902,0.01,6.245004513516506e-17,0.796361143980411,7.528511972412478,-2.0816681711721685e-17,7.3575290408532545,69.97149756558544,-1.0408340855860843e-17,0.9861658459796449,5.130932215677166,0.0,0.7893936314829477,4.013914648988509,2.7755575615628914e-17,1.3892347514512626,6.593600786704674,4.171572210210079,0.48626153788837434,0.3115711527129178,4.969404900811371,5.802068816077049,-2.0896542282481825,0.0,-2.0896542282481825,1.0,6.7108864e-05,0.0,4.242640687119285,2.79632378346066,3.9097133509738695
283,2.8299999999999836,0.01,6.245004513516506e-17,0.7621776198107627,6.744058770800265,7.632783294297951e-17,4.970030860730035,50.74675849556519,-3.469446951953614e-18,0.8399176785833199,4.81818864527152,1.3877787807814457e-17,0.6804394481952221,4.1853149149016975,2.7755575615628914e-17,1.16919509864612,5.423288754000827,2.768786140660042,0.35273085339839644,0.23149892133010908,3.3530159153885473,3.9536094749671467,-5.392693365196351,0.0,-5.392693365196351,1.0,0.0003236600669862226,0.0,4.242640687119285,2.102303180474485,2.209839331316568
