step,time,dt,psi_mean,psi_rms,psi_max_abs,omega_mean,omega_rms,omega_max_abs,du_par_mean,du_par_rms,du_par_max_abs,db_par_mean,db_par_rms,db_par_max_abs,s_mean,s_rms,s_max_abs,alfvenic_energy,du_par_energy,db_par_energy,total_energy_proxy,total_energy,total_energy_rhs_dissipation,total_energy_rhs_forcing,total_energy_rhs_stratification,total_energy_rhs_total,auto_dissipation_enabled,auto_dissipation_nu_perp,auto_dissipation_nu_par,auto_dissipation_kd,auto_dissipation_ud,auto_dissipation_Ed
0,0.0,0.0,-2.5728625772849373e-20,0.45899141256240217,1.414953852530425,3.2663708028493957e-20,0.45466663523145906,1.507811538309917,-2.80579663777987e-20,0.4320349828392493,1.6180007154902132,1.0831433813014366e-19,0.4026011037705292,1.218551925785896,9.68793933422106e-21,0.4553606206747665,1.5267493442955575,0.43859984843174304,0.09332711319845521,0.0810438243786242,0.6129707860088225,0.75,0.0,0.0,0.0,0.0,1.0,1.000000000000001e-12,0.0,8.48528137423857,0.0,0.0
6,0.29301912045926937,0.05113053382286591,-1.0217334926254998e-19,0.431462636873214,1.2631929363963192,-9.105604182983729e-21,0.9221392622923748,3.1687767554566095,-1.2400562347802957e-18,1.1446415432519532,3.590346268769924,-1.9619400640777732e-19,0.5268006777047587,1.9291555042261317,3.0074963583448e-19,1.0734750275589635,3.850025688389811,0.43053069069427896,0.6551021312691065,0.1387594770150965,1.224392298978482,1.6742859073876122,-2.7030444112623124e-10,0.0,3.1535582933803963,3.153558293110092,1.0,1.000000000000001e-12,0.0,8.48528137423857,0.0,0.0
10,0.5105593002050602,0.05641013025355663,-9.963225042078708e-20,0.3998559943009901,1.1303381700477806,1.0693790959085542e-19,0.9681092758486332,3.5272025320412768,-3.324604317973129e-20,1.8264362972569597,5.532114692207503,-1.3891340334970526e-19,0.6582752218422916,2.250703022211795,-6.799556984083896e-19,1.8358251524972797,5.922358699470708,0.37844333650795337,1.6679347739688566,0.21666313384575905,2.2630412443225687,3.389672955614576,-5.900880416478924e-10,0.0,7.867208820181025,7.867208819590937,1.0,1.000000000000001e-12,0.0,8.48528137423857,0.0,0.0
15,0.8007660346479069,0.05729908623936694,-3.4484828865090703e-19,0.40833774325749267,1.1711130075904022,-9.423241538204091e-21,0.9963898337727585,4.0486094696193415,1.2794432668276207e-18,2.6253412209353533,8.04400720485783,3.028142786434124e-20,0.8817943715768239,2.788007762077645,-9.097133853511186e-19,2.2511257593166456,8.532320497678072,0.38947318430086364,3.4462082631711652,0.3887806568722829,4.224462104344312,5.981485900966508,-1.0884796504498591e-09,0.0,8.945626026624417,8.945626025535937,1.0,1.000000000000001e-12,0.0,8.48528137423857,0.0,0.0
19,1.0073758319364188,0.04761584608889772,1.1032604137987262e-19,0.46746964562682886,1.3476143791042325,-4.13140320023285e-19,1.4665677287588705,5.246036568756449,-2.0752307207730358e-19,3.1124211147582863,9.465126466552677,2.7401515843676616e-19,1.3564112691537404,4.946874169424867,-5.450657015581423e-19,2.2608122886466213,8.35284773356442,0.6069559286576475,4.8435825977966065,0.9199257655436301,6.370464291997885,8.67043355275532,-1.7861131696218302e-09,0.0,13.076830135224423,13.07683013343831,1.0,1.000000000000001e-12,0.0,8.48528137423857,0.0,0.0
26,1.2747680407686897,0.032694341601289485,1.335135683109591e-19,0.5982561097615999,1.9527643892060156,-2.117582368135751e-21,1.9555416687191942,6.621373817258644,-6.227809744687243e-19,3.660985831612298,10.953264585359785,-5.918642718939424e-19,2.4173872567383694,8.424062978947632,7.0367262093151e-19,3.45520857277858,14.234124909839476,1.0309273913382326,6.7014086296329936,2.9218805745205287,10.654216595491755,16.799483065990984,-2.9927600576947884e-09,0.0,30.41528631878966,30.4152863157969,1.0,1.000000000000001e-12,0.0,8.48528137423857,0.0,0.0
34,1.507928469578237,0.02740851955737197,1.996350777559979e-19,0.7218449762864456,2.352317031329055,4.1843427594362437e-19,2.0624069171853194,6.591138716404361,-1.393369198233324e-18,4.067817786717648,11.968229908559099,-1.1104601938503877e-18,3.4733916387037764,11.219839187907322,-7.284483346386983e-19,5.198420093404142,18.370281612536175,1.3379501480953326,8.273570772968233,6.032224737908653,15.643745658972218,28.97233469310801,-5.141661440475982e-09,0.0,52.19025069771888,52.190250692577216,1.0,1.000000000000001e-12,0.0,8.48528137423857,0.0,0.0
44,1.769025318209251,0.024682454639505677,-3.985290016831483e-19,0.82066800686276,2.7009740787053347,1.342547221398066e-18,1.937656446144108,6.115542958124754,1.032109646229365e-18,4.430171086781809,12.720349972656756,1.0028870095490916e-18,4.551008655165039,14.12784371066321,1.1511177753185942e-18,6.81471250104432,21.983838093780715,1.5590761650520428,9.813207929078757,10.355839889693545,21.728123983824347,44.622846620928115,-8.210557709936844e-09,0.0,59.932326395489085,59.93232638727853,1.0,1.000000000000001e-12,0.0,8.48528137423857,0.0,0.0
54,2.006562735463919,0.023347524181547494,1.1022016226146583e-19,0.8701407002083872,2.79565099672055,-2.464865876510014e-19,1.6025066271166617,5.064219142261995,-1.2595379925671446e-18,4.662866738554033,13.344799108979107,8.061636075492803e-19,5.4015032674571355,16.47070648461702,2.5258522487123236e-18,7.876400882298705,23.806539968402856,1.6672968227466458,10.871163110756761,14.588118774175056,27.126578707678462,58.464874013695976,-1.192071990916491e-08,0.0,58.27856221019,58.278562198269285,1.0,1.000000000000001e-12,0.0,8.48528137423857,0.0,0.0
65,2.260870803840274,0.022587827847611108,-4.0255240818260624e-19,0.9096573972384228,3.0714044222765153,1.5691285347885914e-19,1.2352204806295901,4.1241046826995715,-2.0523608311971697e-18,4.8147123792872435,13.583014444385704,5.992758101824175e-20,6.268122867673967,19.168324492661775,-3.084893993900162e-18,8.9441791873267,25.75210434391794,1.7838758582375123,11.590727647630914,19.64468214212866,33.01928564799708,74.26351995057792,-1.5867055690598727e-08,0.0,62.13265685387419,62.13265683800713,1.0,1.000000000000001e-12,0.0,8.48528137423857,0.0,0.0
77,2.52021865608023,0.020840779134178308,-3.248371352720242e-19,0.9609119826454733,3.249345170767583,-6.981669067743571e-19,1.3819651145353797,5.506113406141138,1.9608812728937053e-19,4.8826325698164,13.423305017131469,7.640237184233789e-19,7.199242491738153,21.877680750662694,6.691560283308973e-20,10.304340935693848,30.533794857357332,2.0392846538062885,11.920050405915955,25.914546227424086,39.87388128714633,94.45687688670472,-2.013698846188209e-08,0.0,77.8656217235397,77.86562170340271,1.0,1.000000000000001e-12,0.0,8.48528137423857,0.0,0.0
89,2.7614773799991275,0.01958377567513348,-6.917612201107464e-19,1.0209603475628364,3.296378737739862,-6.570858088325235e-19,1.6365276999762937,6.350188939502684,1.3785461216563738e-19,4.875646634384365,13.015018175779923,7.722399380117456e-18,8.113837603564063,24.077860881606696,-4.28069275718642e-18,11.901856156676311,34.83029999738035,2.332562171186546,11.885965051691795,32.91718032850511,47.13570755138345,118.29951647292627,-2.451429351935801e-08,0.0,98.82148637647092,98.82148635195662,1.0,1.000000000000001e-12,0.0,8.48528137423857,0.0,0.0
102,3.007822231034716,0.01841946091539597,3.8137658450124873e-19,1.0774292529050749,3.2334348269777653,-7.040961374051372e-20,1.7113822118870108,5.710665502144047,1.3078188705606397e-18,4.797681441919061,13.17260723368813,6.314630621780809e-18,9.032690173822889,26.09125476131352,2.9239577339218448e-18,13.638846176776793,39.65039973005182,2.5407627517694893,11.50887360906728,40.794745888138294,54.844382248975066,145.86402189623368,-2.915251449419956e-08,0.0,111.8862708111897,111.88627078203719,1.0,1.000000000000001e-12,0.0,8.48528137423857,0.0,0.0
116,3.266073366375984,0.018702200004388558,-6.261691062577415e-19,1.1119710107272518,3.2612869439504824,6.997550935504589e-19,1.7821156539601548,6.2389698833271146,2.357292692208718e-18,4.635106757692485,13.052532524512404,3.494857940371243e-18,9.913904982366681,27.441011967867663,-2.6130966422795165e-19,15.243846812226966,42.95982331612927,2.656940002325388,10.742107327603271,49.14275599969744,62.541803329626106,174.42577305067692,-3.4532030285453634e-08,0.0,110.59420229350474,110.5942022589727,1.0,1.000000000000001e-12,0.0,8.48528137423857,0.0,0.0
129,3.5103811398587266,0.01893349534659378,-1.8211208365967457e-19,1.1267535343761368,3.399925186319021,-6.52850644096252e-19,1.84181211168126,7.308924146808069,7.428478947420214e-19,4.399153640596044,12.764362483695397,5.944053707357053e-19,10.662995611115736,27.92443744542403,1.4719315040911604e-18,16.488917246320977,44.20248455360768,2.727160754438718,9.676276376784713,56.849737701336736,69.25317483256016,199.51169836202263,-4.062246524564222e-08,0.0,102.68415612384011,102.68415608321764,1.0,1.000000000000001e-12,0.0,8.48528137423857,0.0,0.0
142,3.7595525799823344,0.019222068313089435,-1.563834578868252e-19,1.1432155074338617,3.4544899391670807,-5.025022959586137e-19,1.7164203963984819,5.816180975637441,1.5128008437961804e-18,4.0624905141623975,12.105680834792654,-2.244637310223896e-20,11.369203735044888,29.425043158667748,-9.944272679883893e-18,17.606551463887115,45.340473406142834,2.7916092788996165,8.251914588829731,64.62939678447931,75.67292065220866,223.99979413832438,-4.725663210463366e-08,0.0,98.28013589903,98.28013585177337,1.0,1.000000000000001e-12,0.0,8.48528137423857,0.0,0.0
155,4.007060542297262,0.018868344627543474,8.12569294212891e-19,1.1718599186122083,3.4927890735456235,-3.5326567856424664e-19,1.4136264592221501,5.009711862234049,-3.9132922163148676e-19,3.6124298260867462,10.978847610069659,-9.56300197450105e-19,12.028002878944775,31.141238049246844,-4.484192422764266e-18,18.66162340270734,47.81059444423934,2.884782020458109,6.52482462420056,72.3364266279519,81.74603327261056,248.11163066717052,-5.407355171320417e-08,0.0,97.41800540554833,97.41800535147478,1.0,1.000000000000001e-12,0.0,8.48528137423857,0.0,0.0
169,4.266643240020655,0.018150598325950548,-4.974730378342913e-19,1.2136281324128495,3.5446001292044698,-8.660911885675221e-20,1.0541844653804173,3.3340883162353565,-5.759824041329242e-20,3.004217401079152,9.256347922094035,-4.3613726454123924e-18,12.662378591069759,33.032288703041345,-2.879912020664621e-19,19.728300552454225,52.04301156096832,3.0164041951432203,4.512661096473387,80.16791579179086,87.69698108340747,272.950474400949,-6.027142440712625e-08,0.0,95.68443665885326,95.68443659858184,1.0,1.000000000000001e-12,0.0,8.48528137423857,0.0,0.0
183,4.516486848017655,0.017698219718238015,-8.857847045911846e-19,1.2497461671205228,3.6576735409793666,-5.929230630780102e-20,0.960952743145031,3.4112304280303256,-1.9483875369217044e-18,2.3030774143904758,7.3657436883070595,6.900142146570344e-18,13.184269623288161,34.57165464913897,4.05559375145359e-18,20.644503123652356,55.41701081212621,3.1442370572418827,2.6520827883377596,86.91248274977947,92.70880259535912,294.6940728352114,-6.489304236418591e-08,0.0,87.02322038094574,87.0232203160527,1.0,1.000000000000001e-12,0.0,8.48528137423857,0.0,0.0
197,4.765597598600103,0.017956132977817344,2.751401240698383e-19,1.2658041724799853,3.71178121870304,1.4388972191482427e-19,1.1889269583844133,4.983043747029998,4.748678460544421e-19,1.54084992148486,5.272600632911094,-3.578714202149419e-19,13.56793590533587,35.49961316977997,1.1759358406731452e-17,21.309670338113875,56.51071373202913,3.233487845872952,1.1871092402699495,92.04444236565115,96.46503945179406,311.1170352955995,-6.750883577878071e-08,0.0,65.92112917555333,65.9211291080445,1.0,1.000000000000001e-12,0.0,8.48528137423857,0.0,0.0
210,5.003945226455131,0.01869969999138381,-5.201311691733438e-19,1.2637615954946109,3.554149824209648,-2.1980504981249094e-19,1.238861155141414,4.810504138307293,-3.3616620094155045e-19,0.844057532221093,3.1053747468832755,-5.745000964752292e-19,13.764933332549598,35.78855717551138,6.810144895924575e-19,21.60805934118545,56.10924932209365,3.2265627418845977,0.3562165588495807,94.73669482476751,98.31947412550169,319.12139064316085,-6.843873119875313e-08,0.0,33.58071645517275,33.58071638673402,1.0,1.000000000000001e-12,0.0,8.48528137423857,0.0,0.0
223,5.252083540232987,0.019350053325871145,6.285513864218942e-19,1.2530699710789828,3.5088600141811033,5.144666363385807e-19,0.9848626610736174,3.3689671899007996,-7.663001194691248e-20,0.5766353593169314,1.90435344297892,-5.7183194269137816e-18,13.777886463269386,35.425824168884084,7.489465319622524e-18,21.531327431989812,54.101452914471025,3.141708293641076,0.1662541688072833,94.91507769737086,98.22304015981922,318.3095943227504,-6.821069757301301e-08,0.0,-3.267484247487744,-3.2674843156984417,1.0,1.000000000000001e-12,0.0,8.48528137423857,0.0,0.0
236,5.502563516616788,0.019106427201898934,-5.818057556452975e-19,1.2407307582694604,3.508413035070023,7.484594880175811e-19,0.98634804480244,4.023809995006445,1.2281977735187355e-19,1.1504742886230697,3.7023298792588033,-3.53848013715484e-18,13.6234884134327,34.83691212461546,-9.132285720822239e-18,21.134893622781487,53.8319862564576,3.1037923723295213,0.6617955443913792,92.7997182754675,96.5653061921884,309.969631148154,-6.730375760109448e-08,0.0,-33.285314304077325,-33.285314371381084,1.0,1.000000000000001e-12,0.0,8.48528137423857,0.0,0.0
250,5.765248602331126,0.018340225547521637,-5.706090388737798e-19,1.2354134912750174,3.6205401964776596,-3.713180682526039e-19,1.2567829953612615,4.807993157718521,-7.081195439045951e-19,1.9142253460728167,6.044623349171458,-2.4462311516704194e-18,13.356725530743219,34.60351096863871,-7.003268407898555e-18,20.645687758028348,53.3493674760316,3.136504465058504,1.832129337773797,89.20105845180386,94.16969225463616,298.45674491698037,-6.607783558667033e-08,0.0,-43.82091056501803,-43.82091063109587,1.0,1.000000000000001e-12,0.0,8.48528137423857,0.0,0.0
