step,time,dt,psi_mean,psi_rms,psi_max_abs,omega_mean,omega_rms,omega_max_abs,du_par_mean,du_par_rms,du_par_max_abs,db_par_mean,db_par_rms,db_par_max_abs,s_mean,s_rms,s_max_abs,alfvenic_energy,du_par_energy,db_par_energy,total_energy_proxy,total_energy,total_energy_rhs_dissipation,total_energy_rhs_forcing,total_energy_rhs_total,auto_dissipation_enabled,auto_dissipation_nu_perp,auto_dissipation_nu_par,auto_dissipation_kd,auto_dissipation_ud,auto_dissipation_Ed
0,0.0,0.0,0.0,1.2895693738881813e-13,1.8231693659622367e-13,0.0,4.5888190516707e-13,6.40422650443282e-13,0.0,4.569970793548963e-13,6.344617616061874e-13,0.0,1.1396004713102775e-12,1.5917546459404579e-12,0.0,1.0238493008008255e-12,1.4384048126146477e-12,1.161932423195639e-25,1.0442316526945268e-25,6.493446171053029e-25,8.699610246943194e-25,6.632855643059977e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.4,0.1,0.0,3.710467521034176e-12,5.162083058201247e-12,0.0,7.041035607017202e-11,9.859061095562113e-11,0.0,7.946562308849458e-13,1.10882025221946e-12,0.0,1.1539138499466043e-12,1.6112611271152519e-12,0.0,1.0238493008008255e-12,1.4384048126146477e-12,2.8016682464977593e-22,3.1573926264213415e-25,6.657585865492972e-25,2.8114832249896737e-22,3.4824831484927224e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.7,0.1,0.0,8.795256187253093e-12,1.2286189654345226e-11,0.0,6.68256747234274e-11,9.36107233355391e-11,0.0,1.9793648255963994e-12,2.785985761204143e-12,0.0,1.1905846614036244e-12,1.6620847023633946e-12,0.0,1.0238493008008255e-12,1.4384048126146477e-12,6.745740234131636e-22,1.9589425564041323e-24,7.0874591798479115e-25,6.772417118875525e-22,7.486404373814069e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.9999999999999999,0.1,0.0,1.1823254466497238e-11,1.652912603193338e-11,0.0,1.5395354088076605e-11,2.1576866198426717e-11,0.0,7.236916076700642e-12,1.004889634368954e-11,0.0,1.2502377254466162e-12,1.7449725882102223e-12,0.0,1.0238493008008255e-12,1.4384048126146477e-12,9.17746785840026e-22,2.6186477150604096e-23,7.815471850649641e-25,9.447148101756951e-22,1.0233936623775668e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,1.3,0.1,0.0,1.0738722069451561e-11,1.5009516858926e-11,0.0,4.3567067696909034e-11,6.105283092411821e-11,0.0,1.3048474681470495e-11,1.817985687413308e-11,0.0,1.3340320180830788e-12,1.8615352339282235e-12,0.0,1.0238493008008255e-12,1.4384048126146477e-12,8.225844239407517e-22,8.513134575648826e-23,8.898207126354059e-25,9.086055904098753e-22,9.981117953687913e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,1.6000000000000003,0.1,0.0,6.69629818183335e-12,9.341378352259715e-12,0.0,6.405199604727353e-11,8.980772909323557e-11,0.0,1.7099226371074396e-11,2.3840399074723247e-11,0.0,1.4435954784307365e-12,2.014037377311961e-12,0.0,1.0238493008008255e-12,1.4384048126146477e-12,4.492572067732347e-22,1.4619177124462293e-22,1.0419839526728329e-24,5.964909619705304e-22,7.012134909331888e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,1.9000000000000006,0.1,0.0,3.1890700847024836e-12,4.4329442944434404e-12,0.0,2.914450972084666e-11,4.094908238367753e-11,0.0,1.857907960344771e-11,2.5894482412493342e-11,0.0,1.5810566758714086e-12,2.2054420470876323e-12,0.0,1.0238493008008255e-12,1.4384048126146477e-12,9.877541691299666e-23,1.725910994556233e-22,1.2498701061587738e-24,2.7261638647477874e-22,3.981275307860313e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,2.2000000000000006,0.1,0.0,3.4008796732459027e-12,4.736582611077725e-12,0.0,3.630005633284389e-11,5.0694273400125486e-11,0.0,1.8827544090945454e-11,2.6216793313032277e-11,0.0,1.749086201607908e-12,2.4394681328529838e-12,0.0,1.0238493008008255e-12,1.4384048126146477e-12,1.258594285014715e-22,1.772382082482475e-22,1.5296512703275897e-24,3.0462728802004657e-22,4.581165487481807e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,2.600000000000001,0.1,0.0,9.836360093985983e-12,1.370601768010269e-11,0.0,8.974730953059577e-11,1.256106401407524e-10,0.0,2.1529633083170636e-11,2.996022104827167e-11,0.0,2.026411988010134e-12,2.825791981494777e-12,0.0,1.0238493008008255e-12,1.4384048126146477e-12,9.386923911860455e-22,2.317625503479777e-22,2.053172772575593e-24,1.1725081143065987e-21,1.3783495252595333e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,2.9000000000000012,0.1,0.0,1.560062724623337e-11,2.177621497820743e-11,0.0,6.80121120592406e-11,9.51876358529053e-11,0.0,2.730579169624642e-11,3.8019639450345295e-11,0.0,2.279609918951034e-12,3.1785497709645326e-12,0.0,1.0238493008008255e-12,1.4384048126146477e-12,1.7598767229688078e-21,3.728031300793999e-22,2.5983106912899686e-24,2.1352781637394977e-21,2.39563336656387e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
