2026-06-08T12:35:42+12:00 run start {'title': 'Inhomogeneous rmhd simulation test', 'input_file': 'C:\\Users\\naoki\\Downloads\\rmhd-gpu-new\\examples\\nokias_inhomogeneous.input', 'output_dir': 'C:\\Users\\naoki\\Downloads\\rmhd-gpu-new\\examples\\outputs_nokia_rmhd_s_12', 'backend': 'numpy', 'equation_set': 'inhomogeneous_rmhd_s', 'equation_mode': 'nonlinear', 'grid': [16, 16, 16], 'output_cadences': {'scalar': 0.25, 'spectra': 0.0, 'full_field': 0.0}, 'hostname': 'Naoki', 'python_executable': 'C:\\Users\\naoki\\AppData\\Local\\Programs\\Python\\Python313\\python.exe', 'git_commit': 'cde2789c3d6596cb8e14f232da25acf4598750f1', 'command': "'C:\\Users\\naoki\\Downloads\\rmhd-gpu-new\\rmhdgpu\\run.py' '.\\examples\\nokias_inhomogeneous.input'"}
2026-06-08T12:35:42+12:00 run setup {'resolved_output_dir': 'C:\\Users\\naoki\\Downloads\\rmhd-gpu-new\\examples\\outputs_nokia_rmhd_s_12', 'input_file': 'C:\\Users\\naoki\\Downloads\\rmhd-gpu-new\\examples\\nokias_inhomogeneous.input', 'backend': 'numpy', 'equation_set': 'inhomogeneous_rmhd_s', 'equation_mode': 'nonlinear', 'grid': [16, 16, 16], 'output_cadences': {'scalar': 0.25, 'spectra': 0.0, 'full_field': 0.0}, 'dissipation_mode': 'auto', 'initial_condition': {'type': 'random_spectrum', 'parameters': {'n_min': 1.0, 'n_max': 3.0, 'alpha': 0.0, 'init_energy': 0.75, 'seed': 1}}}
2026-06-08T12:35:42+12:00 scalar diagnostics {'step': 0, 'time': 0.0, 'dt': 0.0, 'total_energy': 0.7500000000000001}
2026-06-08T12:35:42+12:00 scalar diagnostics {'step': 3, 'time': 0.2770602532997675, 'dt': 0.09340431763973012, 'total_energy': 0.7755418030638354}
2026-06-08T12:35:42+12:00 scalar diagnostics {'step': 6, 'time': 0.5996395812929952, 'dt': 0.11559328591912067, 'total_energy': 0.8693266004494947}
2026-06-08T12:35:42+12:00 scalar diagnostics {'step': 8, 'time': 0.8212365626902849, 'dt': 0.10693658591951051, 'total_energy': 0.9711446721400356}
2026-06-08T12:35:42+12:00 scalar diagnostics {'step': 10, 'time': 1.0294618048886237, 'dt': 0.10336235689026375, 'total_energy': 1.0815010431844292}
2026-06-08T12:35:42+12:00 scalar diagnostics {'step': 13, 'time': 1.3412303214139008, 'dt': 0.10648115161389865, 'total_energy': 1.2428791519830535}
2026-06-08T12:35:42+12:00 scalar diagnostics {'step': 15, 'time': 1.567471828746367, 'dt': 0.11385895089079522, 'total_energy': 1.3442165809343294}
2026-06-08T12:35:42+12:00 scalar diagnostics {'step': 17, 'time': 1.7860571980962396, 'dt': 0.10869201269049975, 'total_energy': 1.4294362103094187}
2026-06-08T12:35:42+12:00 scalar diagnostics {'step': 19, 'time': 2.008995273519523, 'dt': 0.11319210588737279, 'total_energy': 1.507211089106503}
2026-06-08T12:35:42+12:00 scalar diagnostics {'step': 22, 'time': 2.317111442765918, 'dt': 0.10005911840115382, 'total_energy': 1.6043444109931708}
2026-06-08T12:35:42+12:00 scalar diagnostics {'step': 24, 'time': 2.535109971528441, 'dt': 0.11424602267272461, 'total_energy': 1.668127380881459}
