step,time,dt,psi_mean,psi_rms,psi_max_abs,omega_mean,omega_rms,omega_max_abs,du_par_mean,du_par_rms,du_par_max_abs,db_par_mean,db_par_rms,db_par_max_abs,drho_mean,drho_rms,drho_max_abs,alfvenic_energy,du_par_energy,db_par_energy,total_energy_proxy,total_energy,total_energy_rhs_dissipation,total_energy_rhs_forcing,total_energy_rhs_total,auto_dissipation_enabled,auto_dissipation_nu_perp,auto_dissipation_nu_par,auto_dissipation_kd,auto_dissipation_ud,auto_dissipation_Ed
0,0.0,0.0,0.0,1.2895693738881813e-13,1.823169365962237e-13,0.0,4.588819051670699e-13,6.485821064265104e-13,0.0,4.569970793548962e-13,6.462842549394147e-13,0.0,1.1396004713102773e-12,1.6104064033409992e-12,0.0,1.0238493008008255e-12,1.4431338488713734e-12,1.161932423195639e-25,1.0442316526945268e-25,6.493446171053029e-25,8.699610246943194e-25,2.0091621073352015e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.4,0.1,0.0,1.5556089848123958e-13,2.1999504540831243e-13,0.0,1.4618064080331812e-12,2.066026851656223e-12,0.0,1.8002347686490012e-12,2.538615523054841e-12,0.0,4.695905167049671e-13,6.637372722021438e-13,0.0,1.927997922423676e-12,2.716107582270819e-12,2.394823697923066e-25,1.6204226111263616e-24,1.1025762668961895e-25,1.970162607608287e-24,2.1635970403970923e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.7,0.1,0.0,2.8110689179014677e-13,3.959691053591048e-13,0.0,2.5683756960880532e-12,3.632231512296402e-12,0.0,2.1651216622162307e-13,3.0603984885871975e-13,0.0,1.768903537936285e-12,2.4956080460293022e-12,0.0,4.0571429616189265e-12,5.737068651950571e-12,7.673506544488389e-25,2.3438759060989866e-26,1.5645098632617527e-24,2.3552992767715814e-24,5.100053422844831e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.9999999999999999,0.1,0.0,3.1719772823258836e-13,4.485796537224313e-13,0.0,1.9302323578538926e-12,2.718543214343957e-12,0.0,1.6130645039512204e-12,2.276999327966454e-12,0.0,1.114757757694697e-12,1.5745294462085836e-12,0.0,2.8370479208525672e-12,3.996522275259751e-12,7.972934750698396e-25,1.3009885469536981e-24,6.213424291702546e-25,2.719624451193792e-24,3.809698888334589e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,1.3,0.1,0.0,2.0455609905269645e-13,2.892044005614945e-13,0.0,3.030659799476065e-12,4.284986488522544e-12,0.0,1.186969241711031e-12,1.6725611411866117e-12,0.0,1.1585450447665465e-12,1.6318506212200927e-12,0.0,1.4040378510018394e-12,1.977424833458905e-12,6.252461240247025e-25,7.044479903840299e-25,6.711133103765596e-25,2.000807424785292e-24,3.1781991973757475e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,1.6000000000000003,0.1,0.0,2.5263532779595695e-13,3.567869084378303e-13,0.0,2.49761718027419e-12,3.5306284676830796e-12,0.0,6.450574591501888e-13,9.118850550347705e-13,0.0,1.4581485846886058e-12,2.060946211751533e-12,0.0,1.7877116221395484e-12,2.524003850451378e-12,6.547865567287396e-25,2.080495628026487e-25,1.0630986475146923e-24,1.9259347670460805e-24,3.791020113563084e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,1.9000000000000006,0.1,0.0,2.42092579345149e-13,3.4104341553878337e-13,0.0,2.0795027020280588e-12,2.9408331349613777e-12,0.0,1.760395893135239e-12,2.489449192525516e-12,0.0,5.867868448313364e-13,8.287478476248794e-13,0.0,1.8503880324706496e-12,2.6085584000347487e-12,5.47277752167148e-25,1.5494968502837077e-24,1.7215940063355744e-25,2.268934003084413e-24,2.570968039283637e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,2.2000000000000006,0.1,0.0,2.5172258588631016e-13,3.547853615777936e-13,0.0,2.157263989820552e-12,3.0437363815889646e-12,0.0,6.217582132745905e-13,8.753159019599209e-13,0.0,1.6631012974763495e-12,2.351977213089603e-12,0.0,3.857488423438964e-12,5.447185226589431e-12,5.908595347396395e-25,1.932916378872056e-25,1.3829529628337585e-24,2.1671041354606036e-24,4.593337403590004e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,2.600000000000001,0.1,0.0,1.4647077122184488e-13,2.0661228311233886e-13,0.0,1.3983920738282563e-12,1.9689378368994057e-12,0.0,1.828579810634543e-12,2.5757607498512395e-12,0.0,5.696444603527857e-13,8.055687477264798e-13,0.0,2.0845870075298873e-12,2.9425268101294952e-12,2.1466051788915815e-25,1.6718520619301303e-24,1.6224740560530822e-25,2.0487599854245966e-24,2.3334045566619793e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,2.9000000000000012,0.1,0.0,9.292410632037819e-14,1.314018623208337e-13,0.0,9.80928196568652e-13,1.3868082307559218e-12,0.0,1.0054074987272554e-12,1.421845287646184e-12,0.0,8.924910231832654e-13,1.2584206685729955e-12,0.0,7.369985627732342e-13,1.0385409896013373e-12,9.31352483966519e-26,5.054221192484982e-25,3.98270113231356e-25,9.96827480876506e-25,1.695546977773622e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,3.2000000000000015,0.1,0.0,1.6237845413428667e-13,2.296270385898861e-13,0.0,1.6473582834181506e-12,2.3209329518441773e-12,0.0,1.1255105206000801e-12,1.59162355572538e-12,0.0,1.2077989791263004e-12,1.7035906299734488e-12,0.0,1.3184156939347457e-12,1.8620934746965966e-12,2.7576046746062555e-25,6.333869659907316e-25,7.293891869892669e-25,1.638536620440624e-24,2.9181667730533728e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,3.5000000000000018,0.1,0.0,1.4906545569855787e-13,2.1080306578446206e-13,0.0,2.656020794845747e-12,3.751003271852899e-12,0.0,1.6350537618145406e-12,2.312278283872068e-12,0.0,4.616172374505511e-13,6.516904511460447e-13,0.0,1.9072328043025643e-12,2.685110211322135e-12,4.157581794852154e-25,1.33670040201194e-24,1.0654523695573927e-25,1.8590038184528948e-24,2.045925286796297e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,3.800000000000002,0.1,0.0,3.91431274028569e-13,5.535414702245449e-13,0.0,1.2507341504586462e-12,1.7629135584054342e-12,0.0,2.0992495295092615e-13,2.968622455897239e-13,0.0,1.9425234521790527e-12,2.7357856345183725e-12,0.0,4.255775968703667e-12,6.006735804839712e-12,1.0560866408358755e-24,2.2034242935724274e-26,1.8866986811328125e-24,2.9648195649044124e-24,6.2748172511023285e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,4.100000000000001,0.1,0.0,1.7374759508310076e-13,2.456913856650621e-13,0.0,3.2335480831435537e-12,4.564878991716141e-12,0.0,1.4615372423636874e-12,2.0669209774932254e-12,0.0,9.063577470317445e-13,1.2786747648672012e-12,0.0,2.5995347001467828e-12,3.669830690653017e-12,5.983709051815993e-25,1.0680455554080255e-24,4.107421828022299e-25,2.0771586433918547e-24,2.7977589640975207e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,4.4,0.1,0.0,2.598472836263169e-13,3.6747695403417396e-13,0.0,7.980271804020958e-13,1.1268822148328709e-12,0.0,1.3054890854798913e-12,1.8462377955259545e-12,0.0,1.1714426159628343e-12,1.656669106691755e-12,0.0,1.5207627015057587e-12,2.150678013237672e-12,4.633781002772459e-25,8.521508761535616e-25,6.8613890124692415e-25,2.0016678776777315e-24,3.2054203360056685e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,4.799999999999999,0.1,0.0,8.280600163718205e-14,1.168905395995402e-13,0.0,1.691766208825321e-12,2.3844254398571424e-12,0.0,1.2065765986725463e-12,1.7041151746400218e-12,0.0,7.24845416795095e-13,1.024819582087879e-12,0.0,4.475745084614867e-13,6.317697307786506e-13,1.5464914752420587e-25,7.279135442321056e-25,2.6270043912442744e-25,1.145263130880739e-24,1.6061410942569274e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,5.099999999999998,0.1,0.0,1.449591914746249e-13,2.0453478553977746e-13,0.0,1.4845128835715033e-12,2.0922229832895625e-12,0.0,1.6648376573833526e-12,2.3467579608407335e-12,0.0,8.062179117878155e-13,1.1395954080353917e-12,0.0,2.405373735826967e-12,3.4014334763682993e-12,2.2134629835011113e-25,1.3858422127208448e-24,3.24993660643753e-25,1.9321821717147087e-24,2.502346488633574e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,5.399999999999997,0.1,0.0,2.3347700583695356e-13,3.288859462765213e-13,0.0,5.45187475347222e-13,7.709143941161958e-13,0.0,2.0198900005606126e-13,2.855400820267288e-13,0.0,1.5592349809978414e-12,2.204394100696089e-12,0.0,3.7473862699547485e-12,5.289199321711784e-12,3.657567290115768e-25,2.0399778071823756e-26,1.2156068629836693e-24,1.60176337006707e-24,3.734406989336665e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,5.699999999999996,0.1,0.0,2.0549529688601264e-13,2.900067776147334e-13,0.0,1.2747066118443438e-12,1.7997784633698993e-12,0.0,1.7143394619509846e-12,2.4137230872456283e-12,0.0,7.577432289060185e-13,1.0712633966778209e-12,0.0,2.3234232208583205e-12,3.2797228642401175e-12,3.3697932793936155e-25,1.4694798954011958e-24,2.870874004764595e-25,2.093546623817017e-24,2.5972087299160687e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,5.999999999999995,0.1,0.0,6.244559917161545e-14,8.823932803950091e-14,0.0,2.3935328187376388e-12,3.3760682956107494e-12,0.0,9.540659844353666e-13,1.3447515371895088e-12,0.0,9.801011753547008e-13,1.3821753087027593e-12,0.0,9.782875282558732e-13,1.3833642744534193e-12,2.4569257257775364e-25,4.551209513283125e-25,4.80299156965833e-25,1.1811126808718991e-24,2.0237427808119568e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,6.299999999999994,0.1,0.0,2.584883866781771e-13,3.650854724774645e-13,0.0,8.551565155666693e-13,1.2091512732404676e-12,0.0,9.257976004356138e-13,1.3072156032014766e-12,0.0,1.3399197180636257e-12,1.8925156493820864e-12,0.0,1.615833491331971e-12,2.2803889279266885e-12,4.624322403131306e-25,4.285505984861702e-25,8.97692425427853e-25,1.788675264227154e-24,3.3635742562058435e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,6.5999999999999925,0.1,0.0,1.466242378468876e-13,2.0717786111330487e-13,0.0,2.966394449432127e-12,4.176477695012667e-12,0.0,1.586763850385653e-12,2.2431950161911286e-12,0.0,5.63052587029575e-13,7.954773982800087e-13,0.0,1.98955116961886e-12,2.8088702566882327e-12,4.7818349129262565e-25,1.2589097584453517e-24,1.5851410788034858e-25,1.8956073576183258e-24,2.1737022837242004e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,6.999999999999991,0.1,0.0,2.826897624205608e-13,3.995007569690177e-13,0.0,2.030415210648328e-12,2.8653410540978853e-12,0.0,3.4730597521635666e-13,4.908570381906804e-13,0.0,1.6777858725087989e-12,2.372527062386224e-12,0.0,3.86688340260137e-12,5.45749645635648e-12,6.779987587696743e-25,6.031072021049225e-26,1.4074827169950563e-24,2.1457921959752226e-24,4.6150601205279526e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,7.29999999999999,0.1,0.0,1.5719892449436218e-13,2.2221244190670176e-13,0.0,1.3049410300990399e-12,1.841177014916946e-12,0.0,1.6955856377661047e-12,2.3954194910212392e-12,0.0,4.068639383119563e-13,5.753552318262972e-13,0.0,1.714242002586688e-12,2.4210246348439525e-12,2.261198041055797e-25,1.4375053274993437e-24,8.276913214935772e-26,1.7463942637542812e-24,1.8916032675250844e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,7.599999999999989,0.1,0.0,6.544422382381357e-14,9.25307232985402e-14,0.0,1.2831380015931811e-12,1.8145258792800364e-12,0.0,8.174164121023114e-13,1.1545422928748685e-12,0.0,1.0830494670265222e-12,1.5257038595085923e-12,0.0,1.1512242205050907e-12,1.623186026626414e-12,9.116388762014925e-26,3.340847953871078e-25,5.86498074013217e-25,1.011746757020474e-24,2.0406907465173457e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,7.899999999999988,0.1,0.0,5.035870092223909e-14,7.115874776807183e-14,0.0,7.651575111654581e-13,1.0820765621257575e-12,0.0,1.215878370450914e-12,1.7166256388322835e-12,0.0,8.208388511555475e-13,1.158151054163719e-12,0.0,6.37554818113805e-13,9.011731995585512e-13,3.900191565739161e-26,7.391801058651852e-25,3.3688820978317966e-25,1.1150702313057564e-24,1.706102178293791e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,8.199999999999987,0.1,0.0,1.3133067110965512e-13,1.8537396776279949e-13,0.0,1.2401538456455134e-12,1.7509929973812045e-12,0.0,1.5669615875359675e-12,2.213659272144453e-12,0.0,6.134769481719878e-13,8.637514030587627e-13,0.0,2.1614771885168043e-12,3.056779677854226e-12,1.7126348058824432e-25,1.2276843084066199e-24,1.8817698296920791e-25,1.5871247719640722e-24,1.9172598298047876e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,8.499999999999986,0.1,0.0,2.806907777632824e-13,3.963622437481103e-13,0.0,1.5200412371962403e-12,2.144843312133269e-12,0.0,2.1262061541021128e-13,3.002597575935725e-13,0.0,1.6882659750086587e-12,2.386150814167421e-12,0.0,3.903553768608471e-12,5.5174829318296306e-12,6.009838927956273e-25,2.260376304870849e-26,1.4251210011859682e-24,2.048708657030304e-24,4.548920939812704e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,8.799999999999985,0.1,0.0,2.154346894180722e-13,3.0424703970731773e-13,0.0,1.941886978413265e-12,2.7459997254166394e-12,0.0,1.5424767301288621e-12,2.179162949984784e-12,0.0,7.997686218026753e-13,1.1300544787869261e-12,0.0,2.3730885383114067e-12,3.3554225014815157e-12,4.46714263473798e-25,1.1896172314945134e-24,3.1981492421007535e-25,1.956146419178387e-24,2.5172252335820275e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,9.199999999999983,0.1,0.0,2.527470337360895e-13,3.5742131232447187e-13,0.0,5.638766948026226e-13,7.948390233945425e-13,0.0,4.600650333967206e-13,6.505557700497814e-13,0.0,1.447813233048089e-12,2.0448034683174186e-12,0.0,1.7896293675870188e-12,2.5213873546632567e-12,4.274560224802221e-25,1.0582991747716286e-25,1.0480815788945804e-24,1.5813675188519652e-24,3.42010713094772e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,9.499999999999982,0.1,0.0,3.759123321922196e-14,5.314331133085358e-14,0.0,2.482201332492143e-12,3.503127386771748e-12,0.0,1.2579372539710987e-12,1.77866688693654e-12,0.0,6.604827139326497e-13,9.301527476556233e-13,0.0,6.621437378507798e-13,9.357835525574412e-13,2.461591343365753e-25,7.91203067464174e-25,2.181187077019193e-25,1.2554809095026686e-24,1.6381453089797198e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,9.799999999999981,0.1,0.0,2.4682249960051804e-13,3.4860202792115936e-13,0.0,8.136245972077789e-13,1.1488634520872572e-12,0.0,1.4239493692713694e-12,2.012620906785864e-12,0.0,1.1078907946913936e-12,1.5643940784156799e-12,0.0,2.8450781577562185e-12,4.0065151856775905e-12,4.214497119773303e-25,1.0138159031241653e-24,6.1371100648096375e-25,2.048976621582459e-24,3.125662597864852e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,10.09999999999998,0.1,0.0,2.1652079586451227e-13,3.0505445322064063e-13,0.0,1.1603253363873535e-12,1.6406241484429095e-12,0.0,3.1785611923221984e-13,4.485918230745816e-13,0.0,1.4945737670975556e-12,2.1078990026404705e-12,0.0,3.621522206577484e-12,5.1183677597317254e-12,3.5651103801257413e-25,5.0516256266683575e-26,1.1168753726480895e-24,1.5239026669273472e-24,3.483333145257328e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,10.399999999999979,0.1,0.0,1.144710441265355e-13,1.6183844774924848e-13,0.0,1.087954452983878e-12,1.5346940995983212e-12,0.0,1.6880185516523961e-12,2.3777942868848484e-12,0.0,4.2720989985942327e-13,6.037396653155891e-13,0.0,1.8414720010848572e-12,2.5976826871232437e-12,1.3069833316174233e-25,1.4247033153613268e-24,9.125414926894923e-26,1.6466557977920184e-24,1.806750796509473e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,10.699999999999978,0.1,0.0,5.001247441783992e-14,7.067052109732162e-14,0.0,8.98863510838072e-13,1.2702031856309178e-12,0.0,7.722736129549658e-13,1.0908162404232026e-12,0.0,9.588524805399047e-13,1.3557650193600885e-12,0.0,9.0357392114977e-13,1.2750029107611613e-12,4.733332519522752e-26,2.982032666332581e-25,4.596990397187641e-25,8.052356315472498e-25,1.6117251749135025e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,10.999999999999977,0.1,0.0,1.4050342305501244e-13,1.9812624040699102e-13,0.0,9.071088851400329e-13,1.2824156722128216e-12,0.0,1.1242121055800591e-12,1.5885206598209556e-12,0.0,1.0141615589195547e-12,1.4330346791559978e-12,0.0,1.076650947173992e-12,1.5207423728446957e-12,1.5996582072845009e-25,6.319264291663749e-25,5.1426183379507075e-25,1.3061540836898957e-24,2.2083678271900196e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,11.399999999999975,0.1,0.0,2.0698644176166857e-13,2.9272295442763243e-13,0.0,2.190413523810594e-12,3.087059729660733e-12,0.0,1.1184222480958408e-12,1.5779997803892091e-12,0.0,1.1743531422799063e-12,1.6600954168676961e-12,0.0,3.0360635230311004e-12,4.293642192469643e-12,4.630170700252236e-25,6.254341625178773e-25,6.895526513913451e-25,1.778003883934446e-24,2.987745377603472e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,11.699999999999974,0.1,0.0,3.1767626681306257e-13,4.4888645363193953e-13,0.0,9.384101577755433e-13,1.321588680047737e-12,0.0,6.057602028386595e-13,8.554914904900411e-13,0.0,1.6369324894834194e-12,2.311895068141788e-12,0.0,3.769614065482102e-12,5.31159743975678e-12,6.898381230033976e-25,1.8347271167156702e-25,1.3397739875631925e-24,2.2130848222381572e-24,4.5635655021735816e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,11.999999999999973,0.1,0.0,9.171391947854288e-14,1.29315820574861e-13,0.0,2.2521722694527642e-12,3.1846287065264142e-12,0.0,1.5628024308283622e-12,2.2101227408569395e-12,0.0,2.5630828974718453e-13,3.6146828668354e-13,0.0,1.4175984453437551e-12,2.003162445815967e-12,2.4976206933483566e-25,1.221175718901519e-24,3.2846969696563354e-26,1.5037847579329181e-24,1.5614110205584677e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,12.299999999999972,0.1,0.0,1.7456568548310228e-13,2.4687186389440513e-13,0.0,8.791913808379454e-13,1.242090981579976e-12,0.0,5.572022090220167e-13,7.880026234301016e-13,0.0,1.2669986714220505e-12,1.7915385829203833e-12,0.0,1.4976494484082774e-12,2.1130564226692266e-12,2.2780556379934857e-25,1.5523715086950756e-25,8.026428166926204e-25,1.1856855313614766e-24,2.59383082380467e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,12.599999999999971,0.1,0.0,4.439998208618101e-14,6.269882273107249e-14,0.0,1.2274427864439525e-12,1.728861141508288e-12,0.0,1.2415713703060884e-12,1.7518305024572661e-12,0.0,5.950914719596688e-13,8.382066309612019e-13,0.0,4.544847722540436e-13,6.406163878722871e-13,7.076059096758017e-26,7.70749733781869e-25,1.7706692999956268e-25,1.0185772547490118e-24,1.3292209915903498e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
