step,time,dt,psi_mean,psi_rms,psi_max_abs,omega_mean,omega_rms,omega_max_abs,du_par_mean,du_par_rms,du_par_max_abs,db_par_mean,db_par_rms,db_par_max_abs,drho_mean,drho_rms,drho_max_abs,alfvenic_energy,du_par_energy,db_par_energy,total_energy_proxy,total_energy,total_energy_rhs_dissipation,total_energy_rhs_forcing,total_energy_rhs_total,auto_dissipation_enabled,auto_dissipation_nu_perp,auto_dissipation_nu_par,auto_dissipation_kd,auto_dissipation_ud,auto_dissipation_Ed
0,0.0,0.0,0.0,1.2895693738881813e-13,1.823169365962237e-13,0.0,4.588819051670699e-13,6.485821064265104e-13,0.0,4.569970793548962e-13,6.462842549394147e-13,0.0,1.1396004713102773e-12,1.6104064033409992e-12,0.0,1.0238493008008255e-12,1.4431338488713734e-12,1.161932423195639e-25,1.0442316526945268e-25,6.493446171053029e-25,8.699610246943194e-25,2.0091621073352015e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.4,0.1,0.0,1.7569084220880027e-13,2.4838492422962233e-13,0.0,1.2639603969617945e-12,1.7864363621243373e-12,0.0,1.2790976008350062e-12,1.8061100068628444e-12,0.0,9.829505708993605e-13,1.389965267473859e-12,0.0,2.7991277148530024e-12,3.947191705668881e-12,2.620832638145448e-25,8.1804533623093445e-25,4.830959124156894e-25,1.5632245124611686e-24,2.4107612009097462e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.7,0.1,0.0,2.615917026474032e-13,3.6994590620440683e-13,0.0,8.326367925459615e-13,1.173967547624789e-12,0.0,1.355429934545574e-12,1.9104727520959965e-12,0.0,1.1874537755003e-12,1.6737193751460534e-12,0.0,3.028368615851604e-12,4.275410390980635e-12,4.71461193130066e-25,9.185951537311096e-25,7.050232344749586e-25,2.095079581336134e-24,3.331962448836061e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.9999999999999999,0.1,0.0,1.75986888365518e-13,2.4847907853486076e-13,0.0,1.9209892421390517e-12,2.705011408416196e-12,0.0,1.184555231838107e-12,1.6675855391678138e-12,0.0,1.058137135492675e-12,1.4956478828579276e-12,0.0,1.2264109644455589e-12,1.7264754838570634e-12,3.4324475817521273e-25,7.015855486375159e-25,5.598270987543218e-25,1.6046574055670505e-24,2.586810210399194e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,1.3,0.1,0.0,2.1894190088172058e-14,3.084892165884948e-14,0.0,2.4333268191595793e-12,3.431091684048165e-12,0.0,1.324637106651177e-12,1.873311862597952e-12,0.0,7.499759827874329e-13,1.0602474094482766e-12,0.0,6.115492460022682e-13,8.641074920217987e-13,2.308496345544827e-25,8.773317321586006e-25,2.812319873789879e-25,1.3894133540920713e-24,1.8828028056341552e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,1.6000000000000003,0.1,0.0,1.783976181369616e-13,2.5174773586441717e-13,0.0,1.4361960641398795e-12,2.0308968978602263e-12,0.0,1.1759286978608795e-12,1.6629962717034944e-12,0.0,1.1721923515904646e-12,1.654965898628167e-12,0.0,3.027557210996054e-12,4.276556538706456e-12,2.862001596605361e-25,6.914041512263919e-25,6.870174545635917e-25,1.6646217654505197e-24,2.8699155453866456e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,1.9000000000000006,0.1,0.0,1.4774445907957786e-13,2.0887197347463157e-13,0.0,8.399100764393372e-13,1.1875754110416362e-12,0.0,1.4375911270103057e-12,2.0264798758997015e-12,0.0,8.758390460565353e-13,1.235252230207153e-12,0.0,2.6201802408359584e-12,3.704030211874975e-12,1.6901741513067375e-25,1.0333341242293806e-24,3.8354701729861087e-25,1.5858985566586652e-24,2.2587880606913155e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,2.2000000000000006,0.1,0.0,7.429487284400528e-14,1.0506817247188938e-13,0.0,9.34877577918467e-13,1.3207439752222591e-12,0.0,1.0349372453874982e-12,1.4600954831617734e-12,0.0,8.708355194635661e-13,1.229530131317056e-12,0.0,7.258971522214531e-13,1.0256664238343767e-12,6.949346691607568e-26,5.355475509451312e-25,3.791772509796895e-25,9.842182688408964e-25,1.6494415161736848e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,2.600000000000001,0.1,0.0,1.1006991944327297e-13,1.5560919893974262e-13,0.0,1.6903245916153353e-12,2.3886577489161635e-12,0.0,1.7051513921676173e-12,2.411448224341487e-12,0.0,1.5079274113950033e-13,2.126720107557224e-13,0.0,1.1119127189779547e-12,1.569473213600959e-12,1.886422175429063e-25,1.4537706351055814e-24,1.1369225390182175e-26,1.6537820780386699e-24,1.67372808749513e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,2.9000000000000012,0.1,0.0,2.6117594555633813e-13,3.6822447194209637e-13,0.0,2.6465054889728154e-14,3.741644387212701e-14,0.0,1.4282937232438162e-13,2.014423594730035e-13,0.0,1.4946343086297416e-12,2.1083918152106203e-12,0.0,3.5578459032272156e-12,5.012912233205802e-12,4.434106229201966e-25,1.0200114799288414e-26,1.116965858266553e-24,1.570576595986038e-24,3.530165821015078e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,3.2000000000000015,0.1,0.0,1.0939238636108843e-13,1.5463478966748458e-13,0.0,1.5129141265638577e-12,2.1378331885100814e-12,0.0,1.6886482955027635e-12,2.3880879128133647e-12,0.0,2.4273188719208e-13,3.4258180529900273e-13,0.0,1.4472002185740075e-12,2.04019744681603e-12,1.6581847973477794e-25,1.4257665329521941e-24,2.9459384529914324e-26,1.6210443972168864e-24,1.672727527971122e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,3.5000000000000018,0.1,0.0,5.84851704089971e-14,8.266429894191703e-14,0.0,1.159922411078482e-12,1.635032107489455e-12,0.0,6.803035258059893e-14,9.577835015129974e-14,0.0,1.1322294976405015e-12,1.6010918930435198e-12,0.0,1.1406557655866159e-12,1.6110818801248974e-12,7.398027159173666e-26,2.3140644361203015e-27,6.409718176636311e-25,7.172661536914881e-25,1.841778114504876e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,3.800000000000002,0.1,0.0,4.507511338443415e-14,6.347629621671176e-14,0.0,1.0646637652937609e-12,1.5048679553335235e-12,0.0,1.7080844933671643e-12,2.4137392360436323e-12,0.0,1.0246731143147886e-13,1.4486270512586074e-13,0.0,1.263796285093168e-12,1.7866366383734664e-12,5.680297543108465e-26,1.4587763182406814e-24,5.249774955997839e-27,1.5208290686277638e-24,1.5300392001295144e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,4.100000000000001,0.1,0.0,1.7527782111094264e-13,2.4784998382226007e-13,0.0,9.154264451197273e-13,1.2926181923850805e-12,0.0,1.500727602157844e-13,2.121717082331557e-13,0.0,1.3238022033681122e-12,1.8658742951800085e-12,0.0,3.341031901203817e-12,4.7236389123592905e-12,2.319260284357336e-25,1.1260916679392162e-26,8.762261368211342e-25,1.11941308193626e-24,2.6566519184645655e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,4.4,0.1,0.0,8.713993835856258e-14,1.2323442054759254e-13,0.0,1.4298852698575472e-12,2.015760569293825e-12,0.0,1.6254104965779971e-12,2.2986690717731497e-12,0.0,9.215427409830002e-14,1.302129501796513e-13,0.0,1.278002837739173e-12,1.7991115297502705e-12,1.279942777619712e-25,1.3209796411929657e-24,4.2462051172923055e-27,1.4532201240722292e-24,1.4606696067341456e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,4.799999999999999,0.1,0.0,1.1552138857434645e-13,1.6261542114078169e-13,0.0,1.2263746674566349e-12,1.7332050818862132e-12,0.0,9.083807089615241e-13,1.2824664327372898e-12,0.0,9.585834680817628e-13,1.3501801643949243e-12,0.0,9.714985266229286e-13,1.3725918685340039e-12,1.4458969772484236e-25,4.1257775620672056e-25,4.5944113263983e-25,1.016608586571393e-24,1.822645661378112e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,5.099999999999998,0.1,0.0,1.7089267553621112e-13,2.4122221876986185e-13,0.0,6.369071235425015e-13,8.995921917942174e-13,0.0,1.3104718111555213e-12,1.852908035217778e-12,0.0,8.820836503946758e-13,1.2432453711527003e-12,0.0,2.513254136465517e-12,3.55157253439055e-12,2.054299419728639e-25,8.58668183916616e-25,3.8903578314679844e-25,1.4531339090362784e-24,2.135652826837679e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,5.399999999999997,0.1,0.0,1.4114319344484477e-13,1.9873532396510251e-13,0.0,7.244994282063898e-13,1.0245370999826905e-12,0.0,9.710883618311414e-13,1.3699807700553456e-12,0.0,1.0084764120143104e-12,1.4257193616053433e-12,0.0,2.829385116598718e-12,3.9837406383901264e-12,1.4967754615011865e-25,4.715063032419448e-25,5.085123367946284e-25,1.129696186186692e-24,2.021823092843935e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,5.699999999999996,0.1,0.0,7.834353912039728e-15,1.1075169054658196e-14,0.0,7.340980856960303e-13,1.034885678811514e-12,0.0,1.2468877849186978e-12,1.7632714622614728e-12,0.0,6.097326021463732e-13,8.590313905934021e-13,0.0,6.5706668853893e-13,9.25988320892072e-13,2.1125874212638567e-26,7.773645740897285e-25,1.858869230600937e-25,9.843773713624607e-25,1.310494780239818e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,5.999999999999995,0.1,0.0,7.426453011616914e-14,1.0456282360130227e-13,0.0,6.612507670015026e-13,9.322230525054335e-13,0.0,1.0369668425701153e-12,1.4602736613827467e-12,0.0,8.329095655853809e-13,1.1764127223944762e-12,0.0,7.676208514457777e-13,1.0848109909732299e-12,5.266633961925065e-26,5.376501162949172e-25,3.4686917222181393e-25,9.371856281359819e-25,1.5457280355426728e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,6.299999999999994,0.1,0.0,1.3153733826242656e-13,1.853043396766244e-13,0.0,1.31211937751355e-12,1.8494028764700593e-12,0.0,1.1457729289817491e-12,1.6172002923707268e-12,0.0,8.680775257367044e-13,1.22721389295787e-12,0.0,2.5468907040486653e-12,3.599429371829985e-12,1.7868105077720257e-25,6.563978023937079e-25,3.7677929534457927e-25,1.2118581485154897e-24,1.8728744561375585e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,6.5999999999999925,0.1,0.0,1.6109072887291785e-13,2.275512420742492e-13,0.0,1.0852909876151119e-12,1.5332882195011763e-12,0.0,1.0311748842796212e-12,1.4564453310781478e-12,0.0,9.844656915462837e-13,1.3915710639341392e-12,0.0,2.741871660627752e-12,3.875913322538271e-12,2.1397862318335097e-25,5.316608209845452e-25,4.845863489158514e-25,1.2302257930837474e-24,2.0803772824098025e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,6.999999999999991,0.1,0.0,9.865996087428923e-14,1.394706856091525e-13,0.0,5.678297131439553e-13,8.030152823338594e-13,0.0,4.2670138389693886e-13,6.014231249722275e-13,0.0,1.0357280149961237e-12,1.4597214363322025e-12,0.0,1.0894865937841843e-12,1.5401951981589293e-12,7.567079749235376e-26,9.103703550978142e-26,5.363662605239052e-25,7.030740935260404e-25,1.6440675330416633e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,7.29999999999999,0.1,0.0,4.3635815025782164e-14,6.167413255097025e-14,0.0,7.24916545417619e-13,1.0248153162011342e-12,0.0,1.47468066092243e-12,2.084319296876851e-12,0.0,1.5979568055256483e-13,2.2594985211671927e-13,0.0,8.536943753208901e-13,1.2070739512043684e-12,3.258824051812221e-26,1.087341525849307e-24,1.2767329761628673e-26,1.1326970961290578e-24,1.155095920272266e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,7.599999999999989,0.1,0.0,1.534422907528385e-13,2.1668869404371724e-13,0.0,2.7292034542411224e-13,3.8575865639180533e-13,0.0,3.375537358234901e-13,4.772356410973081e-13,0.0,1.1617525196587674e-12,1.6378435881545732e-12,0.0,3.0651335197737415e-12,4.332228239240381e-12,1.5590431534255014e-25,5.697126228419726e-26,6.748344584667474e-25,8.877100360934948e-25,2.0716301386667356e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,7.899999999999988,0.1,0.0,9.67475730276073e-14,1.3678111670399941e-13,0.0,8.262853566409975e-13,1.1641054193864221e-12,0.0,1.4577266591000867e-12,2.060579527827259e-12,0.0,3.632682148210703e-13,5.134271116209827e-13,0.0,1.7246589678891662e-12,2.4390355666114697e-12,8.710012263296472e-26,1.0624835063255497e-24,6.598189794964365e-26,1.2155655269081581e-24,1.3313232426092873e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
