2026-06-08T15:01:10+12:00 run start {'title': 'Inhomogeneous rmhd simulation test', 'input_file': 'C:\\Users\\naoki\\Downloads\\rmhd-gpu-new\\examples\\nokias_inhomogeneous.input', 'output_dir': 'C:\\Users\\naoki\\Downloads\\rmhd-gpu-new\\examples\\outputs_nokia_rmhd_s_19', 'backend': 'numpy', 'equation_set': 'inhomogeneous_rmhd_s', 'equation_mode': 'nonlinear', 'grid': [16, 16, 16], 'output_cadences': {'scalar': 0.25, 'spectra': 0.0, 'full_field': 0.0}, 'hostname': 'Naoki', 'python_executable': 'C:\\Users\\naoki\\AppData\\Local\\Programs\\Python\\Python313\\python.exe', 'git_commit': 'cde2789c3d6596cb8e14f232da25acf4598750f1', 'command': "'C:\\Users\\naoki\\Downloads\\rmhd-gpu-new\\rmhdgpu\\run.py' '.\\examples\\nokias_inhomogeneous.input'"}
2026-06-08T15:01:10+12:00 run setup {'resolved_output_dir': 'C:\\Users\\naoki\\Downloads\\rmhd-gpu-new\\examples\\outputs_nokia_rmhd_s_19', 'input_file': 'C:\\Users\\naoki\\Downloads\\rmhd-gpu-new\\examples\\nokias_inhomogeneous.input', 'backend': 'numpy', 'equation_set': 'inhomogeneous_rmhd_s', 'equation_mode': 'nonlinear', 'grid': [16, 16, 16], 'output_cadences': {'scalar': 0.25, 'spectra': 0.0, 'full_field': 0.0}, 'dissipation_mode': 'auto', 'initial_condition': {'type': 'random_spectrum', 'parameters': {'n_min': 1.0, 'n_max': 3.0, 'alpha': 0.0, 'init_energy': 0.75, 'seed': 1}}}
2026-06-08T15:01:10+12:00 scalar diagnostics {'step': 0, 'time': 0.0, 'dt': 0.0, 'total_energy': 0.7500000000000001}
2026-06-08T15:01:11+12:00 scalar diagnostics {'step': 3, 'time': 0.27653991261484145, 'dt': 0.09338543843959944, 'total_energy': 0.7624132797428487}
2026-06-08T15:01:11+12:00 scalar diagnostics {'step': 6, 'time': 0.5934279500717, 'dt': 0.11217940033515672, 'total_energy': 0.7852714859967005}
2026-06-08T15:01:11+12:00 scalar diagnostics {'step': 8, 'time': 0.8211073749322716, 'dt': 0.11201252769825687, 'total_energy': 0.8007297472195167}
2026-06-08T15:01:11+12:00 scalar diagnostics {'step': 10, 'time': 1.039672678963726, 'dt': 0.10947086313765267, 'total_energy': 0.8173077746035438}
2026-06-08T15:01:11+12:00 scalar diagnostics {'step': 12, 'time': 1.265854562474367, 'dt': 0.1147548825567409, 'total_energy': 0.8355701610789907}
2026-06-08T15:01:11+12:00 scalar diagnostics {'step': 15, 'time': 1.5579822398778265, 'dt': 0.09163162190980559, 'total_energy': 0.8589446643021077}
2026-06-08T15:01:11+12:00 scalar diagnostics {'step': 18, 'time': 1.8264097163253608, 'dt': 0.09005425066476949, 'total_energy': 0.8808634813535546}
2026-06-08T15:01:11+12:00 scalar diagnostics {'step': 20, 'time': 2.0145255207660844, 'dt': 0.09561293917579179, 'total_energy': 0.8965180386295373}
2026-06-08T15:01:11+12:00 scalar diagnostics {'step': 23, 'time': 2.2986054835026777, 'dt': 0.09512896926401103, 'total_energy': 0.9214036442435443}
2026-06-08T15:01:11+12:00 scalar diagnostics {'step': 26, 'time': 2.568071679114053, 'dt': 0.08726344394347481, 'total_energy': 0.9486933495118978}
2026-06-08T15:01:11+12:00 scalar diagnostics {'step': 29, 'time': 2.836292106053126, 'dt': 0.08893193958966648, 'total_energy': 0.9798606919606502}
2026-06-08T15:01:11+12:00 scalar diagnostics {'step': 31, 'time': 3.0171133927752773, 'dt': 0.09159561671579657, 'total_energy': 1.0023521487710392}
