step,time,dt,psi_mean,psi_rms,psi_max_abs,omega_mean,omega_rms,omega_max_abs,du_par_mean,du_par_rms,du_par_max_abs,db_par_mean,db_par_rms,db_par_max_abs,drho_mean,drho_rms,drho_max_abs,alfvenic_energy,du_par_energy,db_par_energy,total_energy_proxy,total_energy,total_energy_rhs_dissipation,total_energy_rhs_forcing,total_energy_rhs_total,auto_dissipation_enabled,auto_dissipation_nu_perp,auto_dissipation_nu_par,auto_dissipation_kd,auto_dissipation_ud,auto_dissipation_Ed
0,0.0,0.0,0.0,1.2895693738881813e-13,1.8231693659622367e-13,0.0,4.5888190516707e-13,6.485821064265104e-13,0.0,4.569970793548963e-13,6.462842549394147e-13,0.0,1.1396004713102773e-12,1.6104064033409992e-12,0.0,1.0238493008008255e-12,1.4431338488713734e-12,1.161932423195639e-25,1.0442316526945268e-25,6.493446171053029e-25,8.699610246943194e-25,2.0091621073352015e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.4,0.1,0.0,4.635655884268005e-14,6.525539991968685e-14,0.0,2.2783155800732197e-12,3.2165946552602233e-12,0.0,1.8796355079386774e-12,2.6487931131656125e-12,0.0,6.170045975943168e-13,8.725757003454074e-13,0.0,7.210917783151584e-13,1.018139993327882e-12,2.136111978835217e-25,1.7665148213519443e-24,1.903473367262623e-25,2.1704733559617283e-24,2.504416051972715e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.7,0.1,0.0,2.2296530108184897e-13,3.1502716919017404e-13,0.0,2.4198439356946126e-12,3.4097142073923653e-12,0.0,1.8201385972619295e-12,2.571135085120917e-12,0.0,7.564670552134825e-13,1.0682618218718289e-12,0.0,2.1817551927237286e-12,3.0807121832176288e-12,5.483550184746076e-25,1.6564522566213126e-24,2.861212028116789e-25,2.490928477907599e-24,2.9928955003842285e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.9999999999999999,0.1,0.0,3.990397981402232e-13,5.636075097304822e-13,0.0,4.001671941850818e-12,5.636832746709754e-12,0.0,9.637494230976222e-13,1.3593095128726464e-12,0.0,2.0943146527837395e-12,2.9596575386520034e-12,0.0,4.5699445804176255e-12,6.441396879164806e-12,1.6509121097946398e-24,4.644064752604999e-25,2.1930769324323376e-24,4.308395517487477e-24,8.155898907719648e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,1.3,0.1,0.0,7.168541064223363e-13,1.0137273939083145e-12,0.0,5.638809864307378e-12,7.948625353960979e-12,0.0,5.721989272099858e-13,8.090894411551438e-13,0.0,3.871473560899033e-12,5.462658671155288e-12,0.0,7.439276085702612e-12,1.047741621117912e-11,4.56314863684584e-24,1.6370580615012927e-25,7.494153766370118e-24,1.2221008209366087e-23,2.5368646395980325e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,1.6000000000000003,0.1,0.0,1.1105967768499617e-12,1.5636534127359287e-12,0.0,4.164246042259497e-12,5.861045855825461e-12,0.0,8.740352616014516e-13,1.2307931641024014e-12,0.0,5.348718801768557e-12,7.53963807864814e-12,0.0,9.738948322818765e-12,1.3762717220024813e-11,8.684223231813209e-24,3.8196881926135886e-25,1.4304396410196234e-23,2.3370588461270803e-23,4.8466020759860684e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,1.9000000000000006,0.1,0.0,1.251736030873886e-12,1.7699240804772844e-12,0.0,9.634543676179797e-13,1.3617710984923888e-12,0.0,6.215909646419899e-13,8.752017839338911e-13,0.0,5.628790698952329e-12,7.944927265960406e-12,0.0,1.0125745802956064e-11,1.4270160278613047e-11,1.0220181795978424e-23,1.9318766366227974e-25,1.584164236630611e-23,2.6255011825946813e-23,5.404736685455402e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,2.2000000000000006,0.1,0.0,9.577142736399366e-13,1.354094958799791e-12,0.0,5.517662882221236e-12,7.783974256841741e-12,0.0,4.316250638377241e-13,6.079815154229009e-13,0.0,4.325674035145341e-12,6.099789754820019e-12,0.0,8.048786453387899e-12,1.1380405180392024e-11,7.13285439002432e-24,9.31500978664597e-26,9.35572792916529e-24,1.6581732417056072e-23,3.299529018752149e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,2.600000000000001,0.1,0.0,3.1396274119243143e-13,4.427282090404045e-13,0.0,7.129330092224032e-12,1.0049612635578984e-11,0.0,7.525306290220129e-13,1.0617899661718176e-12,0.0,1.5543653046961694e-12,2.192477199278715e-12,0.0,3.583109392356049e-12,5.066508052661367e-12,2.595619901797509e-24,2.8315117380813327e-25,1.208025750221608e-24,4.08679682582725e-24,6.2061402472686676e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,2.9000000000000012,0.1,0.0,5.546424552199059e-13,7.825518783667971e-13,0.0,3.7811757430041796e-12,5.341041523204534e-12,0.0,9.642875231886977e-13,1.3598493611379693e-12,0.0,2.018437665104965e-12,2.8429961612027487e-12,0.0,3.1480979671905534e-12,4.445760076501371e-12,2.549479414571267e-24,4.649252136886965e-25,2.0370453039571907e-24,5.0514499322171545e-24,8.625213623370119e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
