2026-06-08T12:37:42+12:00 run start {'title': 'Inhomogeneous rmhd simulation test', 'input_file': 'C:\\Users\\naoki\\Downloads\\rmhd-gpu-new\\examples\\nokias_inhomogeneous.input', 'output_dir': 'C:\\Users\\naoki\\Downloads\\rmhd-gpu-new\\examples\\outputs_nokia_rmhd_s_14', 'backend': 'numpy', 'equation_set': 'inhomogeneous_rmhd_s', 'equation_mode': 'nonlinear', 'grid': [16, 16, 16], 'output_cadences': {'scalar': 0.25, 'spectra': 0.0, 'full_field': 0.0}, 'hostname': 'Naoki', 'python_executable': 'C:\\Users\\naoki\\AppData\\Local\\Programs\\Python\\Python313\\python.exe', 'git_commit': 'cde2789c3d6596cb8e14f232da25acf4598750f1', 'command': "'C:\\Users\\naoki\\Downloads\\rmhd-gpu-new\\rmhdgpu\\run.py' '.\\examples\\nokias_inhomogeneous.input'"}
2026-06-08T12:37:42+12:00 run setup {'resolved_output_dir': 'C:\\Users\\naoki\\Downloads\\rmhd-gpu-new\\examples\\outputs_nokia_rmhd_s_14', 'input_file': 'C:\\Users\\naoki\\Downloads\\rmhd-gpu-new\\examples\\nokias_inhomogeneous.input', 'backend': 'numpy', 'equation_set': 'inhomogeneous_rmhd_s', 'equation_mode': 'nonlinear', 'grid': [16, 16, 16], 'output_cadences': {'scalar': 0.25, 'spectra': 0.0, 'full_field': 0.0}, 'dissipation_mode': 'auto', 'initial_condition': {'type': 'random_spectrum', 'parameters': {'n_min': 1.0, 'n_max': 3.0, 'alpha': 0.0, 'init_energy': 0.75, 'seed': 1}}}
2026-06-08T12:37:42+12:00 scalar diagnostics {'step': 0, 'time': 0.0, 'dt': 0.0, 'total_energy': 0.7500000000000001}
2026-06-08T12:37:42+12:00 scalar diagnostics {'step': 3, 'time': 0.2770586012446677, 'dt': 0.09340266558463027, 'total_energy': 0.7905771521772421}
2026-06-08T12:37:42+12:00 scalar diagnostics {'step': 6, 'time': 0.5995726412108462, 'dt': 0.11558271600816511, 'total_energy': 0.9388250510701048}
2026-06-08T12:37:42+12:00 scalar diagnostics {'step': 8, 'time': 0.8225571333722035, 'dt': 0.10771623627468013, 'total_energy': 1.098222439629276}
2026-06-08T12:37:42+12:00 scalar diagnostics {'step': 10, 'time': 1.031612000895565, 'dt': 0.10314076586311462, 'total_energy': 1.2681033933829169}
2026-06-08T12:37:42+12:00 scalar diagnostics {'step': 13, 'time': 1.3433978352812779, 'dt': 0.10664416318994488, 'total_energy': 1.5132152670285648}
2026-06-08T12:37:42+12:00 scalar diagnostics {'step': 15, 'time': 1.5702009363983727, 'dt': 0.11399082537226232, 'total_energy': 1.6697325730318633}
2026-06-08T12:37:42+12:00 scalar diagnostics {'step': 17, 'time': 1.7896449602185653, 'dt': 0.10922954707653668, 'total_energy': 1.806931491630972}
2026-06-08T12:37:42+12:00 scalar diagnostics {'step': 19, 'time': 2.0127183400815443, 'dt': 0.11252701152187138, 'total_energy': 1.9390908367055455}
2026-06-08T12:37:42+12:00 scalar diagnostics {'step': 22, 'time': 2.323969240117997, 'dt': 0.10094710237132806, 'total_energy': 2.1186474302259173}
2026-06-08T12:37:42+12:00 scalar diagnostics {'step': 24, 'time': 2.53519906588793, 'dt': 0.10585997772732429, 'total_energy': 2.240674028137036}
