step,time,dt,psi_mean,psi_rms,psi_max_abs,omega_mean,omega_rms,omega_max_abs,du_par_mean,du_par_rms,du_par_max_abs,db_par_mean,db_par_rms,db_par_max_abs,s_mean,s_rms,s_max_abs,alfvenic_energy,du_par_energy,db_par_energy,total_energy_proxy,total_energy,total_energy_rhs_dissipation,total_energy_rhs_forcing,total_energy_rhs_total,auto_dissipation_enabled,auto_dissipation_nu_perp,auto_dissipation_nu_par,auto_dissipation_kd,auto_dissipation_ud,auto_dissipation_Ed
0,0.0,0.0,0.0,9.118632490868234e-14,1.2891754219234758e-13,0.0,3.244785069074374e-13,4.5284719895390666e-13,0.0,3.23145733794294e-13,4.486322140352979e-13,0.0,8.058192211068829e-13,1.1255405041296897e-12,0.0,7.239707835093692e-13,1.0171057970911827e-12,1.1619324231956386e-25,1.044231652694527e-25,6.493446171053031e-25,8.699610246943196e-25,6.63285564305998e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.4,0.1,0.0,9.118632490868234e-14,1.2891754219234758e-13,0.0,6.452498529940038e-11,9.002565559449696e-11,0.0,3.4621549915908366e-13,4.896132455820908e-13,0.0,8.253511423118076e-13,1.152772616352813e-12,0.0,7.239707835093692e-13,1.0171057970911827e-12,3.203753041335802e-22,1.1986517185797342e-25,6.812045081154055e-25,3.2117637381355357e-22,3.898209583204693e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.7,0.1,0.0,9.118632490868234e-14,1.2891754219234758e-13,0.0,1.149215973223151e-10,1.6038927062416279e-10,0.0,3.7206347753261057e-13,5.209808305411531e-13,0.0,8.662569149759564e-13,1.209856807192652e-12,0.0,7.239707835093692e-13,1.0171057970911827e-12,1.01602913515085e-21,1.3843123131365942e-25,7.504010427436613e-25,1.0169179674249072e-21,1.0924822053946486e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.9999999999999999,0.1,0.0,9.118632490868234e-14,1.2891754219234758e-13,0.0,1.684763911332182e-10,2.3516035009975824e-10,0.0,4.0371283331298584e-13,5.655999355581718e-13,0.0,9.308598793967326e-13,1.3000263744299754e-12,0.0,7.239707835093692e-13,1.0171057970911827e-12,2.1835153534709112e-21,1.6298405178159865e-25,8.665001150704994e-25,2.1845448376377633e-21,2.2717189828401885e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,1.3,0.1,0.0,9.118632490868234e-14,1.2891754219234758e-13,0.0,2.266609745505454e-10,3.163936539856853e-10,0.0,4.3991321105621645e-13,6.216472823547726e-13,0.0,1.0209353494989124e-12,1.4257591744155792e-12,0.0,7.239707835093692e-13,1.0171057970911827e-12,3.952046354619362e-21,1.9352363326179124e-25,1.0423089878564665e-24,3.95328218724048e-21,4.0580372197215025e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,1.6000000000000003,0.1,0.0,9.118632490868234e-14,1.2891754219234758e-13,0.0,2.910742690824232e-10,4.063215246673927e-10,0.0,4.796352528268091e-13,6.776946291513735e-13,0.0,1.13895863451522e-12,1.5905103643645657e-12,0.0,7.239707835093692e-13,1.0171057970911827e-12,6.517356565208895e-21,2.3004997575423703e-25,1.297226771136774e-24,6.518883841955786e-21,6.649130652764839e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,1.9000000000000006,0.1,0.0,9.118632490868234e-14,1.2891754219234758e-13,0.0,3.6348638046265815e-10,5.074152331269979e-10,0.0,5.220757409216944e-13,7.337419759479742e-13,0.0,1.2881730603161457e-12,1.7988073506226434e-12,0.0,7.239707835093692e-13,1.0171057970911827e-12,1.0163365692899458e-20,2.7256307925893623e-25,1.6593898333242644e-24,1.0165297645812042e-20,1.0331760762839843e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,2.2000000000000006,0.1,0.0,9.118632490868234e-14,1.2891754219234758e-13,0.0,4.4588722985863635e-10,6.224528909289869e-10,0.0,5.666241644828506e-13,7.897893227445752e-13,0.0,1.4726790976911418e-12,2.0563742029918796e-12,0.0,7.239707835093692e-13,1.0171057970911827e-12,1.5293602075142855e-20,3.2106294377588847e-25,2.1687837247763943e-24,1.5296091921811408e-20,1.5513494427984424e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,2.600000000000001,0.1,0.0,9.118632490868234e-14,1.2891754219234758e-13,0.0,5.752540556372568e-10,8.030568563057217e-10,0.0,6.285238015786561e-13,8.777808360959564e-13,0.0,1.7825053623169715e-12,2.4888910484811887e-12,0.0,7.239707835093692e-13,1.0171057970911827e-12,2.5455279519458516e-20,3.9504216915088565e-25,3.1773253666887582e-24,2.5458851886994356e-20,2.577710855735861e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,2.9000000000000012,0.1,0.0,9.118632490868234e-14,1.2891754219234758e-13,0.0,6.903601086602542e-10,9.637508612903267e-10,0.0,6.763956997914971e-13,9.49975244250777e-13,0.0,2.0710172093736367e-12,2.8916562125734463e-12,0.0,7.239707835093692e-13,1.0171057970911827e-12,3.6661421911942055e-20,4.575111426964292e-25,4.2891122815217635e-24,3.6666168535366274e-20,3.709560389721382e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,3.2000000000000015,0.1,0.0,9.118632490868234e-14,1.2891754219234758e-13,0.0,8.244375533666052e-10,1.1509291521581612e-09,0.0,7.252357390905563e-13,1.0221696524055972e-12,0.0,2.4163335479225776e-12,3.3737231684875546e-12,0.0,7.239707835093692e-13,1.0171057970911827e-12,5.228451420207406e-20,5.259668772542255e-25,5.8386678148161084e-24,5.229087883676613e-20,5.287526975194312e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,3.5000000000000018,0.1,0.0,9.118632490868234e-14,1.2891754219234758e-13,0.0,9.811709028929133e-10,1.369735479377356e-09,0.0,7.748608732051679e-13,1.0943640605604177e-12,0.0,2.827943820149097e-12,3.948339324863197e-12,0.0,7.239707835093692e-13,1.0171057970911827e-12,7.405367276227256e-20,6.004093728242752e-25,7.997266249919464e-24,7.40622704378953e-20,7.486252119658263e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,3.800000000000002,0.1,0.0,9.118632490868234e-14,1.2891754219234758e-13,0.0,1.1648672646533677e-09,1.6261827456844862e-09,0.0,8.251294622097662e-13,1.166558468715238e-12,0.0,3.317159257241625e-12,4.631295387026512e-12,0.0,7.239707835093692e-13,1.0171057970911827e-12,1.0437824226822057e-19,6.808386294065779e-25,1.1003545537903806e-23,1.0438992665238787e-19,1.0549080533987363e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,4.100000000000001,0.1,0.0,9.118632490868234e-14,1.2891754219234758e-13,0.0,1.380574701669355e-09,1.9273182435335087e-09,0.0,8.759307318510603e-13,1.2387528768700583e-12,0.0,3.897423717229534e-12,5.441359292534591e-12,0.0,7.239707835093692e-13,1.0171057970911827e-12,1.4661445477809823e-19,7.67254647001134e-25,1.518991163162328e-23,1.4663041194437686e-19,1.4814992724123459e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,4.4,0.1,0.0,9.118632490868234e-14,1.2891754219234758e-13,0.0,1.6342209557089666e-09,2.281417318033356e-09,0.0,9.27177127418458e-13,1.3109472850248787e-12,0.0,4.584683128311986e-12,6.400791962480217e-12,0.0,7.239707835093692e-13,1.0171057970911827e-12,2.0543688748493664e-19,8.596574256079436e-25,2.1019319387028572e-23,2.0545876646174926e-19,2.075612225341475e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,4.799999999999999,0.1,0.0,9.118632490868234e-14,1.2891754219234758e-13,0.0,2.0436529860573594e-09,2.8529982689535354e-09,0.0,9.96079248739485e-13,1.4072064958979726e-12,0.0,5.70059543078716e-12,7.958637075280329e-12,0.0,7.239707835093692e-13,1.0171057970911827e-12,3.2127068712669304e-19,9.92173869769417e-25,3.249678826551144e-23,3.213041760888283e-19,3.2455437904907485e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,5.099999999999998,0.1,0.0,9.118632490868234e-14,1.2891754219234758e-13,0.0,2.4150947302682124e-09,3.3715431645836246e-09,0.0,1.0481153359267373e-12,1.479400904052793e-12,0.0,6.7170214453664695e-12,9.377597410806952e-12,0.0,7.239707835093692e-13,1.0171057970911827e-12,4.486679970303955e-19,1.0985457574048175e-24,4.511837709751304e-23,4.487142139532504e-19,4.532265757966971e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,5.399999999999997,0.1,0.0,9.118632490868234e-14,1.2891754219234758e-13,0.0,2.852904383236746e-09,3.982739609761704e-09,0.0,1.1004110168716376e-12,1.5515953122076136e-12,0.0,7.917926240157619e-12,1.105409612801407e-11,0.0,7.239707835093692e-13,1.0171057970911827e-12,6.260819096244066e-19,1.2109044060524712e-24,6.269355594457655e-23,6.261458140847573e-19,6.324156938129103e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,5.699999999999996,0.1,0.0,9.118632490868234e-14,1.2891754219234758e-13,0.0,3.3691131568832022e-09,4.7033835657247786e-09,0.0,1.152930967453116e-12,1.6237897203624338e-12,0.0,9.336311228937982e-12,1.3034204179813442e-11,0.0,7.239707835093692e-13,1.0171057970911827e-12,8.731480668545649e-19,1.3292498157123786e-24,8.716670736359344e-23,8.732365628117442e-19,8.819537576817989e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,5.999999999999995,0.1,0.0,9.118632490868234e-14,1.2891754219234758e-13,0.0,3.977906706916679e-09,5.553278661494022e-09,0.0,1.205645879346228e-12,1.6959841285172547e-12,0.0,1.1011154281866564e-11,1.5372335844064107e-11,0.0,7.239707835093692e-13,1.0171057970911827e-12,1.217211013396811e-18,1.4535819863845387e-24,1.2124551861906836e-22,1.2173337124974166e-18,1.2294587884930189e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,6.299999999999994,0.1,0.0,9.118632490868234e-14,1.2891754219234758e-13,0.0,4.696014961210331e-09,6.555780406754329e-09,0.0,1.258531254307557e-12,1.7681785366720752e-12,0.0,1.2988480855228999e-11,1.8132744052896588e-11,0.0,7.239707835093692e-13,1.0171057970911827e-12,1.6963506093182396e-18,1.583900918068952e-24,1.687006349266502e-22,1.6965208938540842e-18,1.7133914814804446e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,6.5999999999999925,0.1,0.0,9.118632490868234e-14,1.2891754219234758e-13,0.0,5.54317186594411e-09,7.738438012045254e-09,0.0,1.3115664721109712e-12,1.8403729448268955e-12,0.0,1.5322628792107244e-11,2.139128609280175e-11,0.0,7.239707835093692e-13,1.0171057970911827e-12,2.3635965954323198e-18,1.7202066107656195e-24,2.347829531007139e-22,2.3638330985920314e-18,2.3873119180357984e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,6.999999999999991,0.1,0.0,9.118632490868234e-14,1.2891754219234758e-13,0.0,6.9142833561318296e-09,9.65255248908526e-09,0.0,1.38248337194831e-12,1.936632155699989e-12,0.0,1.9102374867708822e-11,2.6667927856556105e-11,0.0,7.239707835093692e-13,1.0171057970911827e-12,3.6774858257005765e-18,1.9112602737135687e-24,3.6490072558647365e-22,3.677852637686437e-18,3.7143432343787795e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
