step,time,dt,psi_mean,psi_rms,psi_max_abs,omega_mean,omega_rms,omega_max_abs,du_par_mean,du_par_rms,du_par_max_abs,db_par_mean,db_par_rms,db_par_max_abs,drho_mean,drho_rms,drho_max_abs,alfvenic_energy,du_par_energy,db_par_energy,total_energy_proxy,total_energy,total_energy_rhs_dissipation,total_energy_rhs_forcing,total_energy_rhs_total,auto_dissipation_enabled,auto_dissipation_nu_perp,auto_dissipation_nu_par,auto_dissipation_kd,auto_dissipation_ud,auto_dissipation_Ed
0,0.0,0.0,0.0,1.2895693738881813e-13,1.823169365962237e-13,0.0,4.588819051670699e-13,6.485821064265105e-13,0.0,4.569970793548963e-13,6.462842549394147e-13,0.0,1.1396004713102773e-12,1.6104064033409992e-12,0.0,1.0238493008008255e-12,1.4431338488713734e-12,1.161932423195639e-25,1.0442316526945268e-25,6.493446171053029e-25,8.699610246943194e-25,2.0091621073352015e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.4,0.1,0.0,6.793179503200634e-14,9.579458765346306e-14,0.0,2.1997662781926368e-12,3.09686646382623e-12,0.0,1.73218854026782e-12,2.448311735829369e-12,0.0,9.058651290774337e-13,1.2802613946202122e-12,0.0,8.095129824902932e-13,1.1444886765762092e-12,2.16110032379354e-25,1.50023856951758e-24,4.102958160392378e-25,2.1266444179361717e-24,2.8464616390576414e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.7,0.1,0.0,1.6681456180142717e-13,2.3534692317782284e-13,0.0,3.129713241315303e-12,4.426082498477556e-12,0.0,2.0415254377263917e-12,2.8857742793400904e-12,0.0,9.49132886128242e-13,1.342180104975644e-12,0.0,1.5738359848643635e-12,2.22295520291123e-12,5.576109438371426e-25,2.0839130564419677e-24,4.504266177650633e-25,3.0919506180441738e-24,3.882172754474109e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.9999999999999999,0.1,0.0,3.704192132667158e-13,5.229183928973503e-13,0.0,3.78318766716196e-12,5.345934031161017e-12,0.0,1.6690407476343107e-12,2.3551475118387635e-12,0.0,1.6383633783357185e-12,2.316979207598107e-12,0.0,3.238376396638873e-12,4.57177085676251e-12,1.4423486706200686e-24,1.3928485086318488e-24,1.3421172797358147e-24,4.177314458987732e-24,6.531906177822494e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,1.3,0.1,0.0,6.163850806194923e-13,8.712770734032814e-13,0.0,5.791882660179199e-12,8.158152043702755e-12,0.0,9.460031967084022e-13,1.3363827333975848e-12,0.0,3.1808250912707782e-12,4.4880319600065866e-12,0.0,6.019147189059421e-12,8.512034855860428e-12,3.7597757952086484e-24,4.47461024091258e-25,5.0588241306288776e-24,9.266060949928784e-24,1.8141191003663656e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,1.6000000000000003,0.1,0.0,1.0244463285402868e-12,1.4483857363276056e-12,0.0,9.347648881390344e-12,1.3211830036493795e-11,0.0,1.0472653525114896e-12,1.4741251976530676e-12,0.0,5.853469086268538e-12,8.266110522594627e-12,0.0,1.0461913811130675e-11,1.4795378128772713e-11,1.0182399882301651e-23,5.483823592855073e-25,1.7131550171950722e-23,2.786233241353788e-23,5.79176835923988e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,1.9000000000000006,0.1,0.0,1.734761053282855e-12,2.450209633632177e-12,0.0,1.3759801868560834e-11,1.9453432585907652e-11,0.0,1.822825282521815e-12,2.5725517240847495e-12,0.0,1.0026460616003504e-11,1.411242617710984e-11,0.0,1.7216773462795586e-11,2.427316258759586e-11,2.6843079099533086e-23,1.6613460053003674e-24,5.0264956242134676e-23,7.876938134696813e-23,1.669535151050991e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,2.2000000000000006,0.1,0.0,2.8192392398005415e-12,3.986870904912225e-12,0.0,1.8955645149558363e-11,2.6803507978688412e-11,0.0,2.5255187767314207e-12,3.5599000932205197e-12,0.0,1.613121304055706e-11,2.2808513353477176e-11,0.0,2.7029992444141513e-11,3.8222141500768655e-11,6.548257902515526e-23,3.189122545811485e-24,1.3010801707991908e-22,1.9877971865088583e-22,4.270393977384631e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,2.600000000000001,0.1,0.0,4.967732195795361e-12,7.017434447338094e-12,0.0,2.8579348447758712e-11,4.0325072862236226e-11,0.0,4.064885297044876e-12,5.74761628208106e-12,0.0,2.8391248341062944e-11,4.0146548338030746e-11,0.0,4.674484602893564e-11,6.609947818788965e-11,1.9182394358782205e-22,8.261646239065805e-24,4.030314911819548e-22,6.031170810088426e-22,1.3101898725561317e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,2.9000000000000012,0.1,0.0,7.307180605169431e-12,1.0324950109705671e-11,0.0,3.9781686238708926e-11,5.6259781720915464e-11,0.0,6.259446278338049e-12,8.848764737427336e-12,0.0,4.206968593172594e-11,5.948809709917236e-11,0.0,6.87810697503128e-11,9.725960547176179e-11,4.079353345774788e-22,1.959033385570003e-23,8.849292371970297e-22,1.3124549056302085e-21,2.8649623393092075e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,3.2000000000000015,0.1,0.0,1.0597475036153446e-11,1.4983387216696337e-11,0.0,5.651607660417269e-11,7.988283114682736e-11,0.0,9.313126510471145e-12,1.31375186537311e-11,0.0,6.151210488039955e-11,8.698792770067916e-11,0.0,1.0013040880455554e-10,1.4160014318733877e-10,8.528408289118869e-22,4.3367162700020223e-23,1.8918695234086373e-21,2.7880775150205445e-21,6.1071468543339425e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,3.5000000000000018,0.1,0.0,1.5305660471538104e-11,2.1645252057723374e-11,0.0,8.12420261842929e-11,1.1482758305406623e-10,0.0,1.3223915597216383e-11,1.8659811354422227e-11,0.0,8.934990715104094e-11,1.263596289652999e-10,0.0,1.4502048284778197e-10,2.050892178670832e-10,1.7765674921523075e-21,8.743597186115133e-23,3.991702953949818e-21,5.855706417963277e-21,1.2858694056471727e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,3.800000000000002,0.1,0.0,2.209833392441311e-11,3.12513474017554e-11,0.0,1.1729858921652665e-10,1.658532881734126e-10,0.0,1.8382731648616955e-11,2.5898380497063016e-11,0.0,1.2935875850304048e-10,1.829406579674368e-10,0.0,2.095173327393045e-10,2.963021928295255e-10,3.7033770865338474e-21,1.6896241143253172e-22,8.366844200723977e-21,1.2239183698690356e-20,2.6917857735048208e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,4.100000000000001,0.1,0.0,3.190937482034914e-11,4.512559726375798e-11,0.0,1.6927578040033763e-10,2.39390672965112e-10,0.0,2.5622710770593518e-11,3.6213779436024763e-11,0.0,1.868982005094368e-10,2.6431353454270144e-10,0.0,3.022401798276574e-10,4.2743199941873125e-10,7.720441379656082e-21,3.282616536167446e-22,1.7465468676832817e-20,2.5514171710105643e-20,5.61553448273562e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,4.4,0.1,0.0,4.604764097382516e-11,6.512071046751753e-11,0.0,2.435911515324869e-10,3.444799953902323e-10,0.0,3.615733643954955e-11,5.113401474730247e-11,0.0,2.6956508431682875e-10,3.8122259798676445e-10,0.0,4.354190619314429e-10,6.157753844793803e-10,1.6064682866880768e-20,6.536764892013889e-22,3.6332667341369494e-20,5.3051026697451655e-20,1.1679254834897707e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,4.799999999999999,0.1,0.0,7.492492703772013e-11,1.0595966394636282e-10,0.0,3.9394274755607196e-10,5.570765203958844e-10,0.0,5.8187688668214986e-11,8.227437141034309e-11,0.0,4.381678434882286e-10,6.196599707480922e-10,0.0,7.070080857441792e-10,9.99854677642564e-10,4.245822081668175e-20,1.6929035562745576e-21,9.599552953356241e-20,1.4014665390651872e-19,3.0855986361452293e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,5.099999999999998,0.1,0.0,1.0772727932468805e-10,1.5234754318968477e-10,0.0,5.638379874326646e-10,7.973390541917068e-10,0.0,8.367511166909063e-11,1.1832197553828325e-10,0.0,6.297150560291134e-10,8.905418180882675e-10,0.0,1.0155605106704056e-09,1.4362029001770081e-09,8.76610173146273e-20,3.5007621564173934e-21,1.9827052589487463e-19,2.894323053659193e-19,6.372753332516642e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,5.399999999999997,0.1,0.0,1.5466506153950372e-10,2.187250636369656e-10,0.0,8.06725599661152e-10,1.1408439320942258e-09,0.0,1.2046030689809933e-10,1.7035464720964467e-10,0.0,9.039983700719572e-10,1.27842767389273e-09,0.0,1.4574154299244673e-09,2.0610656647038745e-09,1.805193356254141e-19,7.255342768992135e-21,4.086065265463777e-19,5.963812049407839e-19,1.313234760285306e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
