step,time,dt,psi_mean,psi_rms,psi_max_abs,omega_mean,omega_rms,omega_max_abs,du_par_mean,du_par_rms,du_par_max_abs,db_par_mean,db_par_rms,db_par_max_abs,s_mean,s_rms,s_max_abs,alfvenic_energy,du_par_energy,db_par_energy,total_energy_proxy,total_energy,total_energy_rhs_dissipation,total_energy_rhs_forcing,total_energy_rhs_stratification,total_energy_rhs_total,auto_dissipation_enabled,auto_dissipation_nu_perp,auto_dissipation_nu_par,auto_dissipation_kd,auto_dissipation_ud,auto_dissipation_Ed
0,0.0,0.0,-2.5728625772849373e-20,0.45899141256240217,1.414953852530425,3.2663708028493957e-20,0.45466663523145906,1.507811538309917,-2.80579663777987e-20,0.4320349828392493,1.6180007154902132,1.0831433813014366e-19,0.4026011037705292,1.218551925785896,9.68793933422106e-21,0.4553606206747665,1.5267493442955575,0.43859984843174304,0.09332711319845521,0.0810438243786242,0.6129707860088225,0.75,0.0,0.0,0.0,0.0,1.0,1.000000000000001e-12,0.0,8.48528137423857,0.0,0.0
6,0.29332239665899223,0.051332729139646795,-8.353862442295537e-20,0.43029382277500383,1.2530629687374188,-7.898582233146351e-20,1.049553126713784,3.5356382728762434,1.3430766169901e-19,0.43187582902792787,1.59286280152219,3.0551419616278545e-19,0.396370957409372,1.2855412381450626,-8.713851444878615e-20,0.45629729157407267,1.674613635667737,0.45648358290582725,0.09325836584927999,0.0785549679388111,0.6282969166939183,0.7630678335731447,-1.8823824765312203e-10,0.0,0.04431914051571975,0.04431914032748151,1.0,1.000000000000001e-12,0.0,8.48528137423857,0.0,0.0
10,0.5174809689626788,0.05958219533872006,3.910645238354698e-19,0.3904281543167941,1.0893723682116678,-1.4579554604614645e-19,1.3873939609961181,5.183747799141592,1.852884572118782e-20,0.4608840580325566,1.8082723015315072,-9.793818452627848e-20,0.376071396838998,1.2863150379883006,1.1074955785349977e-19,0.48535366019704573,1.7124961748895446,0.4606187426088916,0.10620705747427851,0.07071484776021755,0.6375406478433876,0.7718589029796059,-1.9609321455891588e-10,0.0,0.03891555670089194,0.03891555650479873,1.0,1.000000000000001e-12,0.0,8.48528137423857,0.0,0.0
15,0.8085794447017272,0.061816238642230584,4.0234064994579266e-21,0.3741363465919382,1.2256411539456358,1.9481757786848908e-19,1.3359695946777161,5.046641641196899,3.366955965335844e-20,0.49095990863902567,1.843114033250004,-1.4351914500040051e-19,0.38054596418639736,1.3099310433709328,1.913235669610651e-19,0.5851489349095476,1.748988963130809,0.39296531450772926,0.12052081594542023,0.07240761542927741,0.5858937458824269,0.7507491658386642,-1.933169670331272e-10,0.0,-0.07190542477032213,-0.07190542496363911,1.0,1.000000000000001e-12,0.0,8.48528137423857,0.0,0.0
19,1.039205169785769,0.05590028503134076,6.532741605698791e-20,0.3919894217437379,1.2847462795025069,-2.1652279714188052e-20,1.0614291656927775,3.825485622676949,-2.746239633676052e-19,0.49881171931447893,1.6577725776989873,3.032907346762429e-19,0.4018538048959936,1.3877235976513433,1.0291450309139749e-19,0.6544134002736431,2.001537674837483,0.3247886201583631,0.12440656566273325,0.08074324025469362,0.5299384260757899,0.7263110289140656,-1.7729236089084297e-10,0.0,-0.10509064552010354,-0.1050906456973959,1.0,1.000000000000001e-12,0.0,8.48528137423857,0.0,0.0
23,1.2592818638858254,0.054483131767075144,-1.6866543562201256e-19,0.4055383644166323,1.2284020675836667,4.472333961502706e-19,0.909454427570852,3.4997663081068193,-1.6178329292557136e-19,0.4970916347731103,1.4928224399757268,-5.818057556452975e-20,0.41325308168775654,1.338605626480374,-2.1631103890506695e-19,0.6688516247898273,2.114579118458321,0.30885704798562663,0.12355004668070163,0.08538905476221377,0.517796149428542,0.7239730781064335,-1.6348939946779666e-10,0.0,-0.010385145171716991,-0.01038514533520639,1.0,1.000000000000001e-12,0.0,8.48528137423857,0.0,0.0
28,1.5345273625482903,0.05554171470639851,-9.441770383925279e-20,0.4057818247469037,1.3168034993756292,7.512123450961576e-20,1.04588714150873,4.108656256742848,1.2170804660860228e-19,0.486220247501837,1.6547924843833832,1.0405270361427046e-19,0.41046254020096345,1.2800269757295815,-2.9804971831510693e-19,0.6155937715354012,1.9793100064194158,0.36578994906206996,0.1182050645403738,0.08423974845411378,0.5682347620565575,0.7547925472300298,-1.6169310745553398e-10,0.0,0.11175896201747662,0.11175896185578352,1.0,1.000000000000001e-12,0.0,8.48528137423857,0.0,0.0
33,1.7975368496884991,0.04844381613772836,1.0842021724855044e-19,0.41028149747524784,1.5860143842734054,-1.6601845766184287e-19,1.2433858704236116,4.260406450886901,-7.914464100907369e-20,0.4783040420392825,1.70706185487604,1.971998580326418e-20,0.4007445444467868,1.1805513110280885,1.487601613615365e-20,0.5350304085780258,1.797042739059759,0.4443555688689778,0.11438737831555784,0.08029809495193134,0.639041042136467,0.7966286723762539,-1.773855098911344e-10,0.0,0.1590064068558315,0.15900640667844598,1.0,1.000000000000001e-12,0.0,8.48528137423857,0.0,0.0
38,2.02783630888533,0.04567066824930783,-4.0339944112986054e-20,0.4266967929027799,1.6317222931231459,8.682087709356578e-21,1.356624818515482,4.035027828472311,-2.166816158194907e-19,0.4920036647819021,1.6973589425484286,-4.060464190900302e-20,0.3864790332473818,1.227174769585756,9.163837698107462e-20,0.48229733031357536,1.748386615198089,0.49692500003401674,0.12103380307941114,0.07468302156991542,0.6926418246833433,0.8301297392567113,-2.0160350122596783e-10,0.0,0.14554422279419046,0.14554422259258695,1.0,1.000000000000001e-12,0.0,8.48528137423857,0.0,0.0
43,2.2622299196456574,0.047786841203871465,-1.3287829360051837e-20,0.44452880568566844,1.5012025541392298,5.533242727938717e-19,1.375741630933258,4.434645572596931,2.5125114797930684e-19,0.5292427001269301,1.6859812029359742,2.726916694566813e-19,0.367518163049658,1.1962747199025607,1.6292149344844433e-19,0.46679124229161806,1.732404890808247,0.5243882825493325,0.1400489178188218,0.0675348000856975,0.7319720004538517,0.8583381977871902,-2.2356946682163442e-10,0.0,0.12041144594526755,0.12041144572169808,1.0,1.000000000000001e-12,0.0,8.48528137423857,0.0,0.0
48,2.5157787773508704,0.053569184571366446,9.989694821680405e-20,0.4554735343924541,1.3934652598125448,-4.806911975668154e-19,1.225959219183989,4.8593362884870785,-1.435720845596039e-19,0.5749470906089788,1.76870551147106,5.601005363719061e-20,0.3609694106873982,1.3496071940473766,6.066873484708926e-20,0.48894119672943565,1.7286314308439361,0.5195138300426001,0.1652820784998646,0.06514945772600375,0.7499453662684684,0.8796419673364596,-2.3651814078564287e-10,0.0,0.0841981155861266,0.08419811534960846,1.0,1.000000000000001e-12,0.0,8.48528137423857,0.0,0.0
53,2.7865927422981938,0.05399743185581254,4.198107044829126e-20,0.4570674239737196,1.3556328374228257,3.9810548520952116e-20,0.9360823776101734,4.031411040739408,-1.0407917339387215e-19,0.6081332897984578,1.8244330301230651,-1.6675961149069038e-19,0.386283541440836,1.4601929874490494,1.666537323722836e-19,0.5206635666567825,1.8644763516214888,0.48869882742953674,0.18491304908054748,0.07460748719403702,0.7482193637041212,0.8960212993019738,-2.378039344087657e-10,0.0,0.06086515026222732,0.06086515002442339,1.0,1.000000000000001e-12,0.0,8.48528137423857,0.0,0.0
58,3.042222850124031,0.04962303880524283,1.2451384324638215e-19,0.4487615427652571,1.249357629646649,1.0005576689441423e-19,0.8751201284116124,3.3320222006571267,5.587241078326179e-19,0.6241713165749927,1.9835270253211492,1.2297859602948373e-19,0.4238337251430305,1.534117135293469,1.4333385654318864e-19,0.5211636302762975,1.9535600112581961,0.47144881441987097,0.19479491621747985,0.08981751328430897,0.7560612439216597,0.9192138701771164,-2.3770156266126144e-10,0.0,0.09090810327401912,0.09090810303631755,1.0,1.000000000000001e-12,0.0,8.48528137423857,0.0,0.0
